Standard_Bangla,dialect_speech,English_translation
ভাই আরো সেক্সী মুভি দেন না হলে রাখ করবো,ভাই আরো সেক্সী মুভি দেন নাইলে রাগ করুম। ,
ভাই এই মেয়ে শমি কায়চারদের মোত হবে। পরে দেখবেন বুড়ো বয়সে এদের পাশে কেউ নেই,"ভাই এই মাইয়া শমি কায়ছারগোর মতন অইবো, হরে দেখবেন বুয়া বয়সে এগুনের ফাশে কেও নাই। ",
ভাই এই মাগিরে চুদতে কত টাকা লাগে,ভাই এইচ্ছা মাগিরে হোন্দাইতে কত টেয়া লাগে ।,
ভাই ও বোনেরা আপনারা এত হতাশ হবেন না আল্লাহ আমাদের মত তারাহুরো করে বিচার করেন না উনি অনেক ধয্য শীল শুধু দোয়া করুন এই নাস্তিকদের বিচার যেন হাসরের ময়দানে আল্লাহহপাক আমাদেরকে একবার দেখায় আমিন,ভাই ও বোইনেরা আমনেরা এত হতাশ অইবেন না আল্লাহ আনগোর মতন তারাহুরা করি বিচার করে না উনি বহুত ধৈর্যশীল খালি দোয়া করেন এই নাস্তিকগোর বিচার যন হাসরের ময়দানে আল্লাহপাক আনগোরে ওগ্গাবার দেখায় আমিন।,
ভাই কারো কি শবনম ফারিয়ার রেট জানা আছে মানে একরাতের জন্য কত নেয় আরকি। জানা থাকলে জানাবেন প্লিজ। আমি কিছু করব না। আমি একটা বিদেশী কুত্তা পালি তো। তার জন্য। বেচারা ইদানিং খুব সেক্স অনুভব করে।,ভাই কারো কি শবনম ফারিয়ার রেট জানা আছে মানে ইগারাতের জন্য কত নেয় আরকি। জানা থাকলে জানাইবেন প্লিজ। আই কিছু কইত্তান নো। আই ইগা বিদেশী কুত্তা হালি তো। হিরলাই  জন্য। বেচারা ইদানিং খুব সেক্স অনুভব করের।,
ভাই বলার কিছু নাই মিথিলা মাগি কে নিয়ে,ভাই কিছু কইবার  নাই মিথিলা মাগি কে নিয়ে ।,
ভাই কি বলবো! হাসতে হাসতে আমার পেট ব্যাথা হয়ে গেছে� এরকম প্রতিবন্দী গান আমি কোনো সময় শুনি নাই মনে হয়! ���� তবে এটা মনে হয় এরচে ভাল পুরুলিয়ার বাংলা গান���,"ভাই কিয়া কমু! আইসতে আইসতে আঁর হেড ব্যাতা অই গেছে , এইচ্ছা প্রতিবন্দী গান আঁই কোনো সমে হুনি ন মনে অয়!  তবে এটা মনে অয় এরতুন বালা পুরুলিয়ার বাংলা গান।",
ভাই চালিয়ে যাও তোমার থেকে আমরাও কিছু জানবো এবং শিখবো।,ভাই চালাই যাও তোঁয়ার তুন আন্ডাও কিছু জানমু আর শিখমু।,
ভাই চুতিয়া গিরি পেল এবার ওহ সরি স্যার�,ভাই চোতমারানি গিরি ফাইলো এবার ওহ সরি স্যার।,
ভাই ছবি টার লিংক হবে,ভাই ছবি গার লিংক অইবো ?,
ভাই তখন পড়তে বসে,ভাই তন হইড়তে বইয়ে,
ভাই তুমার মেয়ে কে খাংকি মেয়ের কাছে যেতে দিবে না।,ভাই তোর মাইয়া কে খাংকি মাইয়ার কাছে যেতে দিচ না ?,
ভাই ফুল মুভি টা কবে দিবেন যদি একটু বলতেন প্লিজ।,ভাই ফুল মুভি গা কত্তে দিবেন যদি কদ্দুর ক‌ইতেন প্লিজ।,
ভাই অনেক দিন পর রোস্টিং দেখে সেই আগের মজা পাইলাম। হ্যাভি দিছেন ভাই ভরে ভরে করে করে দিসেন,ভাই বহুত দিন হর রোস্টিং দেখি হেই আগের মজা হাইলাম। হ্যাভি দিছেন ভাই ভরি ভরি করি করি দিসেন। ,
ভাই বেয়াদব দের ভিডিও আপলোগ কেনো করেন আপনি খুব ভালো না ভাই,ভাই বেয়াদব দের ভিডিও আপলোগ কীরলাই করেন আমনে ভালা না ভাই।,
ভাই মজা লাগলো আপনার পয়েন্টের কথা সুনে,ভাই মজা লাইগলো আমনের ফয়েন্টের কতা হুনি । ,
ভাই মুসলিমদের মান আল্লাহ রাখবেন কে কে একমত ।,ভাই মুসলিমগো মান আল্লাহ রাইখবেন কোন কোন একমত ?,
ভাই যে এ ক্যামরাটা লাগিয়েছে তাকে জাতির সামনে এনে পুরুষ্কার দেওয়া হোক,ভাই যেতে এই ক্যামেরাগা লাগাইছে হেতেরে জাতির সামনে ল‌ই আনি ফুরুষ্কার দন অক।,
ভাই এসব পুরুনো নিয়োচ দিয়ে কোন লাপ নেই সালি মিন্নি কেন রিপাতের বাইকে চড়ে জাইনি চলে গেলে তো রিপাত শরিপ বেচে জেত এই ডাইনি আগে তেকে সব টিক করে রেকেছে মিন্নি হানকি রুপ দেখিয়ে ছেলেদের পাগল বানাই আমি মনে করি এর ফাসি হওয়া অতি জরুরি,"ভাই, এগুন পুরুনো নিয়োচ দিয়ে কোন লাপ নেই। হালি মিন্নি কেন রিপাতের বাইকে চড়ে জায়নো চলে গেলে? তো রিপাত শরিপ বাচি জেত। এই ডাইনি আগে তেকে সব টিক করে রইকছে। মিন্নি হানকি রুপ দেখাই, হলাদের হাগল বানাই। আই মনে করি, এর ফাসি হওয়া অতি জরুরি।",
ভাই।এটা ইন্ডিয়ার একটা চক্রান্ত খবর নিয়ে দেখবেন।তার ওই পদে কনো মালাউন বশে গেছে এভাবেই ওরা এক এক করে সকল পদ কেড়ে নিবে। আল্লাহ আমাদের হেফাজত করুন।,"ভাই, এটা ইন্ডিয়ার ইগ্গা চক্রান্ত। খবর নিয়ে দেইখবেন। তার ওই হদে কনো মালাউন বশে গেছে। এভাবেই হেগুন এক এক করে সকল পদ কেড়ে নিবে। আল্লাহ আন্ডারে হেফাজত করেন।",
ভাই মাগি যে কাহিনি করেছে মরার আগেও ভুলতে পারবনা এই মাগির কথা,"ভাই, মাগি যে কাহিনি কইরছে, মরার আগেও ভুইলতাম পারব না এই মাগির কথা।",
ভাই। সত্যকে প্রকাশ করার জন্য ধন্যবাদ। সামনে আরো এগিয়ে যান ভাই।।।,ভাই। সত্যকে প্রকাশ করার লাই ধন্যবাদ। সামনে আরো আগাই যান ভাই।,
ভাইয ভিডিও করলে হবে না এদেরকে বাংলাদেশ চারাতে হবে????,ভাইয ভিডিও কইরলে হইত ন এগুনরে বাংলাদেশ চারাতে হইব?,
ভাইয়া এই কুকুরের বাচ্চাদেরকে ধরে জবাই করো সরকারের হাতে চলে যাও যত তাদের ফাঁসি দেয় তাদের ফাঁসি দেওয়া উচিত ছেলেদের জায়গায় মেয়েরা কেন ও যদি এতই ভালো হতো তাহলে ওখানে কি করে দুই গালে দুইটা থাপ্পড় দিয়ে মাথাটা উঁচু করে দেন তারপর ঠিক হয়ে যাবে,"ভাইয়া, এই কুত্তার বাচ্চাদেরকে ধরি জবাই করি, সরকারের হাতে চলি। যা যত তাদের হাসি দেয়, তাদের হাসি দেওয়া উচিত। হলাদের জায়গায় মাইয়ারা কেন? ও যদি এতই ভালো হতো, তাহলে ওখানে কি করে দুই গালে দুইটা থাপ্পড় দিয়ে মাথাটা উঁচু করে দেন, তারপর ঠিক হয়ে যাবে।",
ভাইরে নাটকের অভিনেত্রী কিভাবে সিনেমার নায়ক সিলেক্ট করতে পারে কিভাবে,ভাইরে নাটকের অভিনেত্রী কেননে সিনেমার নায়ক সিলেক্ট ক‌ইরতে হারে কেননে। ,
ভাইরে ভাই আপনার মুখে কিছু আটকায় না।,ভাইরে ভাই আমনের মুখে কিছু আটকে না।,
ভাইরে!! এত সময় নষ্ট করে এই কলাম ন লিখলেও পারতি!! মানুষ গুলারে শুধু শুধু কষ্ট দিলি�,ভাইরে!! এত সময় নষ্ট করি এই কলাম ন লেইখলেও ফাইরতি!! মানষ গুনরে খালি খালি কষ্ট দিলি।,
ভাই সাব ছবির যদি কেটে দেন তা হলে ছবি দেখে কি পাবো আপনি বলেন তো ফুল দিল দিবেন তা না হলে এই ছবি দেখতে চাই না?,ভাইসা ছবি যদি কাডি দেন তাইলে ছবি দেখি কি হাইবো আমনে কন তো ? ফুল দিলে দিবেন তা নইলে এই ছবি দেখতাম চাই না ।,
ভাইয়ারা কুত্তার বাচ্চা বলে গালি দিয়েন না আমার দেশের কুত্তারা অসম্মান করা হবে অদ্ভুত একটা করে খাব মাদারচোদ ভন্ড ভন্ড দেওয়ানবাগী,ভাইসারা কুত্তার বাইচ্চা ক‌ই গালি দিয়েন না আঁর দেশের কুত্তাগোরে অসম্মান করা অইবো অদ্ভুত ওগ্গা করি খাব মাদারচোদ ভন্ড ভন্ড দেওয়ানবাগী।,
আইয়া আপনার ভিডিও টি খুবই ভাল লাগে,ভাইয়া আমনের ভিডিও গা মেলা ভালা লাগে।,
ভাইয়া বিশ্ব রাজনৈতিক অবস্থা নিয়ে অনেকদিন থেকে আপনার কোন ভিডিও আসছে না।,ভাইয়া বিশ্ব রাজনৈতিক অবস্থা ল‌ই বহুত দিন তুন আমনের কোনো ভিডিও আইয়ের না।,
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙালির বহুকালের প্রিয় খাদ্য,
ভাত রান্নার পাত্রটি শক্ত করে ঢেকে রাখতে হবে,ভাত রাইনবার পাত্রগা শক্ত করি ঢাকি রাইকতে অইবো,
ভারতীয় হয়েও যেন কোথাও আমি বাংলাদেশি অনুভব করছি,ভারতীয় হয়েও যেন কোথাও বাংলাদেশী অনুভব করি,
ভালো আপনার সব গুলা ভিডিও অনেক কিছু বুজার আছে,ভালা আমনার বেক গুন ভিডিও মেলা কিছু বুইজবার আছে।,
ভালো ব্যবহার করেন না,ভালা ব্যবহার করে না,
ভালো মানুষ নাকি বেশি দিন বাঁচে না এটা শোনার পর খুব টেনশনে আছি,ভালা মানুষ বলে বেশিদিন বাঁচে না এটা হুনবার হরেদি টেনশনে আছি,
ভাল লাগছে না,ভালা লাগে না,
ভালোবাসা মানে পরস্পরকে বুঝতে পারা,ভালাভাসি বলতে এজ্ঞা আরেজ্ঞা রে বুজন,
ভালোবাসা থাকলে সবকিছুই সুন্দর,ভালোবাসা থাইকলে বেগগিনই সুন্দর,
ভালোবাসা পাওয়ার চাইতে ভালোবাসা দেওয়াতেই বেশি আনন্দ,ভালোবাসা পানের চাইতে দেয়ায় বেশি খুশি লাগে,
ভালবাসা মানে কাউকে জয় করা নয় বরং নিজেই কারো জন্য হেরে যাওয়া,ভালোবাসা মানে কারো পাইজান নো বলতে পারো নিজেই কারো জন্যে হেরে যাওয়া,
ভালোবাসা মানে তো মানুষের জীবন,ভালোবাসা মানেই তো মাইনস্যের জীবন,
ভাষা ঠিক করা উচিত ছিল,ভাষা ঠিক করবার উচিত আছিলো। ,
ভি পি ভাই আপনাহদের কি হাত নেই ওদের বিছার কেউ করতে পারবেনা আপনারাই করতে হবে আপনাদের বিছার,ভি পি বাই আমনেগোর কি আত নাই হেগুনের বিচার কেউ ক‌ইরতো হাইরতোনো আমনেরাই ক‌ইরতে অইবো আমনেগোর বিচার,
ভিডিও টা না ডিলেট করতে বলছে সরকারে তাইলে আবার,ভিডিও গা না ডিলেট ক‌ইরতে ক‌ইছে সরকারে তাইলে আবার? ,
ভিডিও টা খুব ভালো লেগেছে,ভিডিও গা বহুত বালা লাইছে।  ,
ভিডিও তে লিখা কি ছিলো আর ভিডিও তো কি দেখাইছিস।।।।মাগির পুত বালের ভিডিও বানাস,"ভিডিও তে লিখা কি আছিল আর ভিডিও তো কি দেখাইছিস,মাগির হুত বালের ভিডিও বানাস ।",
ভিডিও দেখলাম সবাই তাও বলছে সাজানো ষড়যন্ত্র বজ্জাত ডিসি ঘরের বউ এখন ডাল ভাত পরের বউ নিয়ে মাখন খাও শালা । মহিলা টাও খারাপ,"ভিডিও দেখলাম, সবাই তাও বলছে সাজানো ষড়যন্ত্র। বজ্জাত ডিসি, ঘরের বউ এখন ডাল ভাত, পরের বউ নিয়ে মাখন খাচ। হালা! মহিলা গাও খারাপ।",
ভিডিও দেখে যত না মজা পাইছি কমেন্ট পড়ে তার চেয়ে বেশী মজা পাইলাম���,ভিডিও দেখি যত না মজা হাইছি কমেন্ট ফড়ি তার তুন বেশী মজা হাইছি । ,
ভিডিও প্রমাণিত হয়েছে এটা সত্য ঘটনা,ভিডিও প্রমাণিত অইছে এটাই হাসা ঘটনা।,
ভিডিও বানানোর কী দরকার ছিল,ভিডিও বানানির কী দরকার আছিলো?,
ভিডিও টা অনেকবার দেখলাম মনে হয় মিন্নী জড়িত।,ভিডিওগা বহুতবার দেইখলাম মনে অয় মিন্নী জড়িত।,
ভিপি নুরের পাশে উপবিষ্ট উনি কি ওনার স্ত্রী না অন্য একজন শিক্ষার্থী এদের কি শালীনতা বা বৈশিষ্ট্য আছে ।,ভিপি নুরের পাশে উপবিষ্ট হেতি কি হেমিয়ার স্ত্রী না অন্য ওগ্গা শিক্ষার্থী এগুনের কি শালীনতা বা বৈশিষ্ট্য আছে ।,
ভূয়া শিরোনাম করলি কেনো সময় টিভির কুত্তারা?,ভুয়া শিরোনাম কইরলি কা সময় টিভির কুত্তারা?,
"ভুল করছেন, অভিশাপ লাগবেই","ভুল কইচ্ছেন, অভিশাপ লাইগবোই।",
ভুল খুজতেছি এই গান নিয়ে কিভাবে ট্রল করবো। বার দেখলাম কিছুই পাচ্ছি না।যদি কেউ কিছু পান একটু বইলেন প্লিজ।,"ভুল খুজিয়ের এই গান ল‌ই কেননে ট্রল করমু, বার বার দেখলাম কিছুই হাই ন।যদি কেও কিছু ফান এক্কিনা ক‌ইয়েন প্লিজ।",
ভুল গানে ভুল নাছ।,ভুল গানে ভুল নাইচ।,
ভুড়ি নিয়ে যা দেখাইলো ভুরি না থাকলে কি সুন্দর হইত সেইটা চিন্তা করতেছি যাইহোক হইছে ভালোই।,ভুড়ি ল‌ই যা দেখাইলো ভুরি ন থাইকলে কি সুন্দর ওইতো হেইটা চিন্তা করিয়ের যাইঅক অইছে বালাই।,
ভোদার পোলা তুই কি ডিচি আর সাধনার পাপের ফসল নাকি,"ভোদার হোলা, তুই কি ডিচি আর সাধনার পাপের ফসল নাকি?",
ভ্রান্তির বেড়াজালে না গিয়ে মুক্ত মনে সত্য কে উপলব্ধি করে জনসমক্ষে প্রচার করার জন্য আপনাকে অশেষ ধন্যবাদ প্রিয় দিভাই।,ভ্রান্তির বেড়াজালে না যাই মুক্ত মনে হাসা কে উপলব্ধি করি জনসমক্ষে প্রচার করার লাই আমনারে অশেষ ধন্যবাদ প্রিয় দিভাই।,
মইরা যা মাগী।।।,মইরা যা মাগী।,
মহিলার বয়স হবে আশী এর উপরে,মইলার বয়স অইব ৮০ উফরে,
মজা আর মজা,মজা আর মজা।,
মজা কর শালি,মজা কর হালি।,
মজা করে অন্য ছেলের কথা বলে তাকে চেতাইছি অনেক,মজা করি অন্য হোলাগো কতা কই হিগারে চেতাইছি অনেক,
মজা তুমিও পাইছো স্যার ও পাইছে��,"মজা তুঁইও ফাইছো ,স্যার ও ফাইছে।",
মজা না পাগলে পাগলামী করতেছে।,"মজা ন, হাগলে হাগলামি করের",
মজা নাই জনশূন্য এভারের বিপিএল,মজা নাই খালি এবারের বিপিএল।,
মজা,মজা।,
মোজা ও পাইছি,মজাও হাইছি।,
মজার ব্যাপার হলো এদের কেউ ই মাসুদ রানা হচ্ছেনা�� ছবির পরিচালক রা হলিউড থেকে এসে সেদিন ইন্টারভিউ নিয়ে গেছে।। এদের একটাকেও দিয়ে হবে না এবিএম সুমন হচ্ছে মাসুদ রানা!,"মজার ব্যাপার অইলো এগুনের কেওই মাসুদ রানা অর না, ছবির পরিচালকগুন হলিউড তুন আই হেদিন ইন্টারভিউ ল‌ই গেছে। এগুনের ইগ্গারেও দি অইতো ন এবিএম সুমন অইছে মাসুদ রানা। ",
মদ খা খানকির পোলা,মদ খা খানকির হোলা,
মদ খা শূয়র।,মদ খা শূয়র।,
মদ খা সালার পুত মদ খাবি মানুষ হবি,মদ খা হালার পুত মদ খাবি মানুষ হইবি ।,
"মদ খাইয়া ,মাগি চুইদা তর ঘুম এখন ভাংসে । তর মত জারজের দরকার নাই এদেশের , তুই তর ভাইয়ের মত মদ খা আর মাগি চুদ যাইয়া ব্যেশ্যা মাগির পুলা","মদ খাই ,মাগি হোন্দাই তোর ঘুম অন ভাইংসে । তোর মতন জারজের দরকার নাই এদেশে , তুই তোর ভাইয়ের মতন মদ খা আর মাগি হোন্দা যাই বেইশ্যা মাগির হুত",
মদনা।ঘরে মদনা।তাহেরী।হুজুর তুর।বাপের চাইতে সিনিয়র,মদনা।ঘরে মদনা।তাহেরী।হুজুর তর।বাপের চাইতে সিনিয়র।,
মন খারাপ হলেই এনাদের মতো ষাড়দের কমেন্ট সেকশনে আসি�,মন খারাপ অইলেই এতারগোর মতন ষাড়গোর  কমেন্ট সেকশনে আই।,
মন ভালো করতে তোমরা কি কর,মন ভালা কইরতাম তোয়রা কিয়ারো,
মনডা চায় তার বিচি দুইটা ইটের উপর রাইখা পদ্মা সেতুর পিলার দিয়া একটা চাফ দিতে,"মনডা চায়, তার বিচি দুইটা ইটের উপর রাখি, পদ্মা সেতুর পিলার দি একটা চাফ দি।",
মনে হয় না আর বাংলাদেশের খেলা দেখা হবে,মনে অয় না আর বাংলাদেশের খেলা দেখা অইবো।,
মনে হয় মেয়েটার চাল এটা জাতে করে ডিসিকে বিয়ে করতে পারে,"মনে অয় মাইয়াগার চাল ইয়া জাতে করি, ডিসিরে বিয়া ক‌ইরতো হারে।",
মনে হলো একটা সুটিং হচ্ছে আর আবাল চোদা পাবলিক দাঁড়িয়ে দাঁড়িয়ে দেখছে।,"মনে হইলো এগ্গা সুটিং হচ্ছে, আর আবাল চোদা পাবলিক দাঁডাই দাঁড়াই দেখের।",
মনে পড়ে যায় আমার ভালোবাসার মানুষটার কথা,মনে হড়ি যায় আর ভালোবাসার মানুষ আনের কতা,
মনে পরে গেলো সেইকথা,মনে হরি গেলো হেইকতা। ,
মম আর ফারিয়াকে ঘোড়া দিয়া চোদা দরকার আর অই দাড়িওয়ালা সুয়োরের বাচ্চারে রাস্তায় ফেলাইয়া জুতা দিয়া পেটানো উচিত,মম আর ফারিয়াকে ঘোড়া দি হোন্দন দরকার আর অই দাইওয়ালা সুয়োরের বাচ্চারে রাস্তায় হালাই জুতা দিয়া হিড়ানো উচিত ।,
মম কি ভুলে গেছে তার অতীত।সও ত এমন অডিসন দিয়ে সে লাক্স চানল ই সুপারস্টার হয়েছিল।,মম কি ভুলি গেছে হিতির অতীত।‌ সো তে এমন অডিসন দি হিতি লাক্স চ্যানেল আই সুপারস্টার অইছিলো।,
মম কে একটা পতিতার মতো লাগে। অভিনয়ের চেয়ে চোদার জগতে গেলে বেশি নাম কামাবে মাগি। সব কয়টা আবাল বিচারক!!!,মম কে ইগ্য়া পতিতার মতো লাগের। অভিনয়ের চেয়ে হোন্ডার জগতে গেলে বেশি নাম কামাইত মাগি। সব কয়ডা আবাল বিচারক ।,
মম রে মন চায় বরে দিই ফারিয়ারে মন চায় করে দেই। আর আবাল গুলোরে মন চায় পাচায় খালি লাথি মারি ইচ্চানুযায়ী।����,মম রে মন চায় বরি দিই ফারিয়ারে মন চায় করে দি। আর আবাল গুলোরে মন চায় পাচায় খালি লাথি মারি ইচ্চানুযায়ী।,
মমর এই সিনেমার নাম কি,মমর এই সিনেমার নাম কিয়া ?,
মমছবি এতোবেশী কেন,মমর ছবি এতোবেশী কা ?,
মমো আর ফারিয়া দুইটারে পুরাই মাগিগো মত লাগছে ফালতু খানকি,মমো আর ফারিয়া দুইডারে হুরাই মাগিগো মত লাগের ফালতু খানকি ।,
মমোর ভিডিও দেখে আামাদের দারায় না,মমোর ভিডিও দেখি আঁর খাবয় না । ,
মমোর মনে হচ্ছে চুদি,মমোর মনে হর চুদী ।,
মমোর মায়েরে বাপ ফাহমির মায়েরে বাপ এই বিচার কার্যে যে শালার পুত ছিলো তার মায়েরে বাপ,মমোর মায়েরে বাপ ফাহমির মায়েরে বাপ এই বিচার কার্যে যে হালার পুত ছিলো তার মায়েরে বাপ ।,
মরনের কথা সরন করাে,মরনের কতা সরন করাে।,
মৃত্যুর ভূয়া খবর বের হওয়ার পর স্যার জেগে উঠেছে। :D,মরনের ভূয়া খবর বার অইবার ফর স্যার জাগি উইঠছে।,
আপনারা বালের বিচারক হইছেন আমি যদি ওইখানে থাকতাম তোদেরকে জুতাপিটা করতাম আর ওই যে ওরে চুদে দিতাম,মরা বালের বিচারক হইছ । আমি যদি থাকতাম জুতা দিয়া পিডিয়াতাম আর ওইডারে চুদী দিতাম।,
মৃত মানুষের ভূতের স্ট্যাটাস পড়ার কোন ইচ্ছা নাই। কমেন্টস গুলো পড়তে আসছিলাম। আমি শিওর তিনি এসব কমেন্টস পড়বেন না। পড়লে আরও শিক্ষিত হতেন।,মরা মাইনষের ভূতের স্ট্যাটাস ফড়ার কোনো ইচ্ছা নাই। কমেন্টস গুন ফ‌ইড়তে আইলাম। আঁই শিওর হেমিয়া এসব কমেন্টস ফইড়তোনো। ফ‌ইড়লে আরও শিক্ষিত অইতো।,
মশারফ করিমের নাটক মানে মেয়েদের দুধ দেখান,মশারফ করিমের নাটক মানে মাইয়াগো দুধ দেখান ।,
মহান আল্লাহ তায়ালার লানত হাসিনার সন্ত্রাস বাহিনীর উপর,মহান আল্লাহ তায়ালার লানত হাসিনার সন্ত্রাসী বাহিনীর ওসে।,
মহানায়কের ছবিতে ডিসলাইক দেয় খাড়া খাটাশের বাচ্চারা,মহানায়কের ছবিতে ডিসলাইক দেয় খারা খাটাশের বাইচ্চারা ।,
মহিলাটাকে সেফুদা চাচার কাছে পাঠিয়ে দাও,মহিলাগারে সেফুদা চাচার কাছে হাডাই দ।,
আম্মু অনেক সহ্য করে এতো বছর সংসার করে গেছেন,মা অনেক সইহ্য করি এতাগাইন বছর সংসার করি গেছেন,
আম্মু এসব দেখে খুব কষ্ট পাচ্ছেন যেহেতু আমার বাবা নেই,মা ইগিন দেই খুব কষ্ট হাইতেছেন যেহেতু আর বাপ নাই,
আম্মু কিছু হলেই আমাকে মার ধর করে,মা কিছু অইলেই আরে মাইর ধইর করে,
মা কেন আমি এই জাগায় গেলাম,মা কিল্লেই আই এই জাগাত গেলাম,
মা ঝারু দিয়ে ঘরটি পরিষ্কার করছে,মা ঝাড়ু দি ঘর হরিষ্কার কইরছে,
মা মরে যাওয়ার পর বাবা খুব একা হয়ে গিয়েছে,মা মরি যাওনের হর বাপে খুব একলা অই গেছে,
আম্মু ঐদিন ঠিক কথাই বলেছিলও,মা যেদিন ঠিক কথা যে কৈসিলো,
মা রান্নাঘরে তরকারি রান্না করছে,মা রশিঘরে তারকারি রান্দের,
আম্মুই আমাকে আর ভাইকে বড় করছে অনেক কষ্ট করে,মাই আরে আর ভাইরে বড় কইরছে অনেক কষ্ট করি,
মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না,মাইনষের বার্ধক্য আর মৃত্যুরে ঠেয়ান যায় না,
মানুষের রক্ত পানি করা পয়সায় এরা মৌজ মাস্তি করে। যে চেয়ারে বসে জনগণের জান মালের নিরাপত্তার কথা চিন্তা করবে অথচ সেই চেয়ারে বসে এদের মত ব্যক্তিরা জনগণকেই বাঁশ দেয়। এরাই হল সোনার বাংলার সোনার মানুষ।,মাইনষের রক্ত ফানি করা হ‌ইসায় এগুন মৌজ মাস্তি করে। যে চেয়ারে ব‌ই জনগণের জান মালের নিরাপত্তার কতা চিন্তা ক‌ইরবো অথচ হেই চেয়ারে ব‌ই এগিনের মত লোকেরা জনগণরেই বাঁশ দের। এরাই অইলো সোনার বাংলার সোনার মানষ।,
মানুষকে সুযোগ দেয়া পরের ব্যাপার কিন্তু সম্মান দেয়াটা উচিত জাজদের কাছে এই রকম ব্যাবহার আশা করি না আমরা।,"মাইনষেরে সুযোগ দেয়া হরের ব্যাপার কিন্তু সম্মান দেওন গা উচিত, জাজগোর কাছে এইচ্ছা ব্যাবহার আশা করি ন আন্ডা।",
মেয়েরা যে হারে ভদ্র ছেলে খুঁজছে ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই,মাইয়া অগল যেন্নে ভালা ভদ্র হোলা খুজের ভয় লাগে কোনদিন না জানি আই কিডনাফ অই যাই,
এই মেয়ে পাগল হয়ে গেছো,মাইয়া ইজা হাগল হই গেছে।,
মেয়ে মামলা চায় না কারণ সে বিবাহিত মামলার বিষয়টা জানাজানি হলে সংসার টিকবে না,মাইয়া মামলা চায় না কারন বিয়ার মামলা জানাজানি হইলে সংসার টিকতো নো,
মেয়েটা কি অভিনয় করল সেটা বড় কথা নয় অপরাধীর সাজা হোক সেটা বড় কথা,"মাইয়াগা কি অভিনয় ক‌ইরলো হেটা ব কতা ন ,অফরাধীর সাজা অক হেটা ব কতা।",
মেয়েটি লাল শাড়ি পড়ে দাড়িয়ে আছে,মাইয়াগা লাল শাড়ি হরি খাড়াই রইছে,
মেয়েটির একজন ভালো বন্ধু ছিল,মাইয়াগার এককান ভালা বন্ধু আছিলো,
মেয়েদের পোস্ট হচ্ছে মাছের বাজার সবাই এসে ভিড় জমায়,মাইয়াগো পোস্ট অইতাছে মাছের বাজার বেকে আই ভিড় জমায়,
মেয়েটা অসুস্থ মেনটাল,মাইয়াটা অসুস্থ মেনটাল । ,
মেয়েতাটো কাইলা ভুত কানকির পোলারা,"মাইয়াতাটো কাইলা, ভুত কানকির হোলারা।",
মেয়েরা এরকম কেনো আর মিন্নি তো একটা খানকি মাগির সরধার মাগি বুদায় কত জোর জন কে সামাল দিতে গিয়ে এরকম হইছে এর জন্য ওই মাগি দাই,"মাইয়ারা এরকম কেন? আর মিন্নি তো ইগ্গা খানকি মাগির সরধার মাগি বুদায় কত জোর, জন কে সামাল দিতে যাই, এইচ্ছা হইছে এর জন্য ওই মাগি দাই।",
মেয়েকে অন্য ছেলের সাথে বিয়ে দেওয়ার আয়োজন করে,মাইয়ারে অন্য জায়গায় বিয়া দিবার লাই আয়োজন করে,
মেয়ে কে রিমেন্টে নিলে সব বের হয়ে আসবে,মাইয়ারে রিমান্ডে ল‌ইলে বেগ্গিন বার অই আইবো।,
মেয়ে কী কাণ্ড করেছে জানো,মাইয়া কী কাণ্ড কইরছে জানো?,
মাইয়া কয় কি হাবিব ভাইয়া কে বিয়ে করবে �,মাইয়া কয় য়াকি হাবিব ভাইয়া রে বিয়া ক‌ইরবো । ,
মেয়ে তার পরিবার নিয়ে ঈদের কয়েকদিন আগে দেশে আসার কথা ছিল,মাইয়া হেতির হরিবার লই ঈদের কয়েকদিন আগে দেশে আইওনের কতা আছিলো,
মেয়েটি দেখতে যথেষ্ট সুন্দরী,মাইয়াগা দেইখতে যথেষ্ট সুন্দরী,
মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,মাইয়াগা বিভিন্নভাবে চেষ্টা করে হেতার লগে কোন ধরনের যোগাযোগ কইরতে হাইরতেছিলো না,
মেয়েটি তার সাথে ঘটে যাওয়া ঘটনা সম্পূর্ণ ছেলেটির পরিবারকে জানায়,মাইয়াগা হেতির লগে ঘটি যাওয়া ঘটনা বেগগিন হোলার হরিবাররে জানায়,
মেয়েটির ঘটনার শুনে আমরা উনাকে দেশে আসতে বলি,মাইয়াগার ঘটনা হুনি আমরা ওনারে দেশে আইতে কই,
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন,মাইয়াগার বেক কাম এরুম এলোমেলো  অইতেছে কিল্লেই?,
মেয়েটিকে দেখে ছেলে ভয় পেয়ে যায়,মাইয়াগারে ছাই হোলা ডরাই যায়,
মেয়েটি সপ্তাহখানেক আগে তার সাথে ঘটে যাওয়া ঘটনা আমাদের সাথে শেয়ার করে,মাইয়াটা সপ্তাহখানেক আগে হেতির লগে ঘটি যাওয়া ঘটনা আঙ্গো লগে শেয়ার করে,
