Standard_Bangla,dialect_speech,English_translation
রাস্তা দিয়ে হেটে যাচ্ছে,রাস্তা দিয়া হাইট্টা যাইতাসে,
রাস্তার পাশে একটি ফুলের দোকান,রাস্তার পাশে একটা ফুলের দোকান,A flower shop by the side of the road
রাস্তায় আজকে অনেক মানুষ ,রাস্তায় আইজকে অনেক মানুষ,There are many people on the streets today
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে,রিডিং রুমগুলা ভাগ ভাগ করা রইসে,Reading rooms are divided
রিক্সা করে আসবো,রিশকা কইরা আইবাম,
রোজা আছেনতো,রুজা আছুইন তো,
"রোজা রইছি, তেমন কিছু কইতে পারতাছি না। বদমাইশ বলে ৪০লক্ষ টাকা নিয়ে নিছে।টাউটারি সীমা থাকা দরকার।","রুজা রইছি, হেইরুম কিছু কইতে পারতাছি না। বদমাইশ কয় ৪০লক্ষ টেহা নিয়া নিছে।টাউটারি সীমা থাহুন দরকার।",
রোজার মাসে টুপি পরে এই রকম সত্য কথা বলতে পারলেন ভাই,রুজার মাসে টুপি পইরা এইরুম হাছা কতা কইবার পারলাইন ভাই,
"রুপচাঁদা/শেফ কিনতাম আগে,কয়েক মাস থেকে সরিষার তেলেই রান্না করি,ইভেন বাকি লাইফ এটাই আশা থাকবে।এ্যাফোর্ডএবল হলে অলিভওয়েল খেতাম রান্নায়,কিন্তু সেটা তো ঠু কস্টলি!!","রুপচাঁদা/শেফ কিনতাম আগে,কয়েক মাস থাইক্কা সরিষার তেলেই রান্না করি,ইভেন বাকি লাইফ এডাই আশা থাকব এ্যাফোর্ডএবল হলে অলিভওয়েল খাইতাম রান্নায়,কিন্তু হেইডা তো ঠু কস্টলি!!",
রুমি ভাইয়া আবার ফিরে আসো সবার মাঝে নতুন গান নিয়ে।,রুমি ভাই আবার ফিরা আহো সবার মাঝে নয়া গান লইয়া,Rumi bhaiya come back again with new song among all.
রেডিওতে কেবল কথা শোনা যায়,রেডিওতে কেবল কথা হুনা যায়,Only talk can be heard on the radio
রেন্ডিয়ার সাম্প্রদায়িকতা বাংলাদেশে খুব বাজেভাবে প্রভাব বিস্তার করে তার প্রমাণ এই সব ঘটনা।,রেন্ডিয়ার সাম্প্রদায়িকতা বাংলাদেশে খুব বাজেভাবে প্রভাব বিস্তার করে এর প্রমাণ এইতা ঘটনা।,
রেলগাড়ি চলে রেললাইনের উপর দিয়ে,রেলগাড়ি চলে রেললাইনের উপরে দিয়া,Trains run on railway tracks
রোগীকে হাসপাতালে থাকতে হবে,রোগীরে হাসপাতালে থাকতে হইব,The patient must stay in the hospital
রোগীকে হাসপাতালে ভর্তি হতে হবে,রোগীরে হাসপাতালে ভর্তি হইতে হইব,
রোগীকে হাসপাতালে ভর্তি হতে হবে ,রোগীরে হাসপাতালে ভর্তি হইতে হইব ,The patient must be admitted to the hospital
রোজা রমজানের দিন।সামনে ঈদ। তদন্ত করার সময় নাই।বর্তমানে সব কিছুতেই অটো,রোজা রমজানের দিন।সামনে ঈদ। তদন্ত করুনের সময় নাই।বর্তমানে সব কিছুতেই অটো,
রোজাটা হালকা হয়ে গেল মনে হয়,রোজাডা হালকা হয়া গেল মনে অয়,
রোজার দিন তা-ও সয়তানি ছাড়ে না কিছু লোক।,রোজার দিন তা-ও সয়তানি ছাড়ে না কিছু লোক।,
রোজার মাসে সহবাস করলে যা হয় আরকি!,রোজার মাসে সহবাস করলে যাঅয় আরকি!,
"রোদে জলে টিকে রং, পাকা কই তাহারে","রোদে জলে টিকে রং, পাকনা কই তারে",The colors that survive in the sun are ripe
রোনালদো ভালোবাসার চেয়েও বেশি কিছু,রোনালদো ভালবাসার চেয়েও বেশি কিসু,Ronaldo is more than love
রোযার মাস আল্লাহ যালিমদের বিচার কর,রোযার মাস আল্লাহ যালিমগর বিচার কর,
রোহিঙ্গাদের কোটায় আওতাভুক্ত করা হোক!,রোহিঙ্গাদেরও কোটা দাওন!,
চলেন সবাই মিলে এই ইদে নিউ মার্কেট বয়কট করি,লইন বেহেই মিইল্লা এই ইদে নিউ মার্কেট বয়কট করি,
নিয়ে চলুন,লইয়া চলুইন,
নিয়ে বসুন,লইয়া বইন,
চলো উড়াই,লও উড়াই,
চলো ঘুড়ি উড়াই,লও ঘুড়ি উড়াই,
লক্ষ্য ঠিক করে আমরা জীবনে এগিয়ে যেতে পারি,লক্ষ্য ঠিক কইরা আমরা জীবনে আগায়া যাইতাম পারি,
সংগে আছি,লগে আসি,
সঙ্গে আসুন,লগে আয়ইন,
"সাথে জিয়াকেও, মরোনত্তর বিচার করা যেতে পারে!","লগে জিয়ারেও, মরোনত্তর বিচার করুন যাইবার পারে!",
লজ্জা কই রাখি।,লজ্জা কই রাখুম!,
লন্ডনে কোথায়?,লন্ডনে কোথায়?,
লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে,লবণ দিয়া পেয়ারা খাইতে আমার ছোট বইন মেলা পসন্দ করে,
"লবন ছাড়া তরকারি যেমন স্বাদহীন, বিশ্বাস ছাড়া সম্পর্কও তেমন মূল্যহীন","লবন ছাড়া তরকারি যেমন স্বাদহীন, বিশ্বাস ছাড়া সম্পর্কও তেমন মূল্যহীন","As curry without salt is tasteless, relationship without trust is worthless"
লম্বা না,লম্বা না,
লাউ দিয়ে চিংড়ি মাছের ঝোল আমার খুব প্রিয় তরকারি,লাউ দিয়া চিংড়ি মাছের ঝোল আমার মেলা পসন্দের তরকারি,My very favorite curry is shrimp broth with gourd
লাকড়ির চুলায় রান্না করা খাবার খুব মজা,লাকড়ির চুলায় রানদা খাওন খুব মজা,
লাগে না,লাগতো না,
লাগে না,লাগে না,
লাল গোলাপ কিনে দিয়েছে,লাল গুলাপ কিন্না দিসিন,
লাল জামা কিনে এনেছে,লাল জামা কিন্না আনসে,
লাল রঙের গাড়িটা গতকাল চুরি হয়ে গেছে,লাল রং এর গাড়িডা কাইলকা চুরি হইয়া গেসে,
লাল রঙের শাড়ি,লাল রঙের শাড়ি,
লাল রঙের শাড়ি পরে আমার সাথে দেখা,লাল রঙের শাড়ি পইড়া আমার লগে দেহা,
লাল রঙের শাড়িতে তোমায় ভালো মানাবে ,লাল রঙের শাড়িতে তোমরে ভালা মানাইব,A red color saree will suit you well
লাল শাড়ি কিনে দিয়েছে,লাল শাড়ি কিন্না দিসে,
লিটার ২০০ টাকা করে দেন আর কি!,লিটার ২০০ টেহা কইরা দেইন —আর কি!,
লিডো সংগঠন এর পক্ষ হতে জানাই আন্তরিক অভিনন্দন ও শুভেচ্ছা!!,লিডো সংগঠনের পক্ষ থেইকা আন্তরিক অভিনন্দন আর শুভেচ্ছা।,
লীগ ধোঁয়া তুলসীপাতা,লীগ ধোঁয়া তুলসীপাতা,
লে হালুয়া যত দোস ননদো ঘোষ,লে হালুয়া যত দোস ননদো ঘোষ,
"লে হালুয়া..
বিএনপি নেতাদের বাদ দিয়ে মামলা হয় কি করে??
সাবাস প্রিয় পুলিশলীগ… তোমাদের জন্যই বাংলাদেশ।
জয়………… বাংলা।",লে হালুয়া.. বিএনপি নেতাগরে বাদ দিয়া মামলা হয় কেম্নে?? সাবাস প্রিয় পুলিশলীগ… তুমগর লাইগ্গাই বাংলাদেশ। জয়………… বাংলা।,
লিখে শিক্ষকের কাছে জমা দাও,লেইক্ষা শিক্ষকের কাছে জমা দেও,Write and submit to the teacher
"ল পড়া ছাড়া কি আইনজীবী হওয়া যায়,",লেখা ছাড়া কি আইনজীবী হওয়া যায়?,
লেখাপড়া এগিয়ে যাক।,লেখাপড়া এগায়া যাক।,
লেখাপরা করে কি হবে দল ছারা মামা ছারা চাকুরি হবে না,"লেখাপড়া কইরা কি হইবো? দলে নাইলে, মামা নাইলে চাকরি নাই।",
লেখাপড়া করেশিক্ষীত বেয়াদবের জায়গা আল্লাকোথায় রাখছে,লেখাপড়া করলেও শিক্ষিত বেয়াদব—এদের আল্লাহ কোথায় রাখবো?,
লোক দেখানো শেষ?,লোক দেহানু শেষ?,Is the show over?
লোকটি কিছু দিন আগে বিয়ে করেন,লোকটা কিসু দিন আগে  বিয়া করেন,
লোকটি তার বউয়ের গায়ে হাত তুলে,লোকটা হের বউয়ের গায়ে  হাত তুলে,
শতভাগ সমর্থন করি এই ধারনাকে । কিন্তু বর্তমানে এ দাবি করারটা সাহসের ব্যপার ।,শতভাগ সমর্থন করি এই ধারনাক। কিন্তু এখনকার সময় এই দাবি করা সাহসের কাম।,
শতভাগ সমর্থন করি এই ধারনাকে । কিন্তু বর্তমানে এ দাবি করারটা সাহসের ব্যপার ।,শতভাগ সমর্থন করি এই ধারনারে । কিন্তু বর্তমানে এ দাবি করারটা সাহসের ব্যপার ।,
শশা এক প্রকারের ফল,শশা এক ধরনের ফল,Cucumber is a type of fruit
শশা খেতে অনেক সুস্বাদু,শশা খাইতে অনেক সুস্বাদু,
শশুরবাড়ি আমার স্বামীর কিছু নেই কারণ তার মা নাই,শশুরবাড়ি আমার জামাইয়ের কিসু নাই কারণ তার মা নাই,In-laws My husband has nothing because he has no mother
শহীদ জিয়াউর রহমানও কবর থেকে উঠে আসছিলেন তার নামে মামলা হলো না কেনো জাতী জানতে চায়,শহীদ জিয়াউর রহমানও কবর থাইক্কা  আসছিল হেইলার নামে মামলা অইলো না কেরে জাতী জানবার চায়,
"শাক দিয়ে মাছ ডাকার চেষ্টা করা হচ্ছে!!, যতযাই হোক শুধু বিএনপি এর জন্য দায়ী!!?, শুভ বুদ্ধির উদয় হোক।","শাক দিয়া মাছ ডাহুনের চেষ্টা করা হইতাছে!!, যতযাই হোক খালি বিএনপি এর লাইগগা দায়ি?",
শাক দিয়ে মাছ ঢাকা হয়ে গেছে। মানে গায়েবি মামলা শুরু,শাক দিয়া মাছ ঢাকন অইয়া গেছে। মানে গায়েবি মামলা শুরু,
"শান্তির একমাএ ধর্ম ইসলাম,মানব জতির সমাধান।",শান্তির একমাত্র ধর্ম ইসলাম—মানব জাতির সমাধান।,
শায়েস্তা খাঁনের আমল এসেছে ।ধন্যবাদ,শায়েস্তা খাঁনের আমল আইসা পড়ছে। ধন্যবাদ।,
শায়েস্তা খানের আমলে ফিরে গেলাম। মাশআল্লাহ,শায়েস্তা খানের আমল অইলো ফিরিলাম। মাশআল্লাহ।,
শার্ট পরে এসেছিল,শার্ট পইড়া আইসিন,
শালা একটা ফাউল।,শালা একটা ফাউল।,
শালা মাথায় টুপি পড়ে মিথ্যা কথা বলতেছে।,শালা মাথায় টুপি পইড়া মিছাকতা কইতাছে।,
শালায় মিথ্যাবাদী,শালায় মিথ্যাবাদী,
শাড়ি কিনে দিয়েছে,শাড়ি কিন্না দিসে,
শাড়ি পরে আমার সাথে দেখা করতে এসেছিল,শাড়ি পইড়া আমার লগে দেহা করবার আইসিন,
শাড়িটা আমাকে কেমন মানিয়েছে,শাড়িডা আমারে কেমন মানাইসে,How does the saree fit me?
শিক্ষক কাকে বলে ?,শিক্ষক কাকেরে কয়?,
শিক্ষক নামের শূকরের বাচ্চা টাকে কে বলছিল বিজ্ঞান ক্লাসে ধর্ম পড়াতে,শিক্ষক নামের শূকরের বাচ্চা টাকে কে বলছিল বিজ্ঞান ক্লাসে ধর্ম পড়াইতে।,
শিক্ষক লাঞ্ছনা কারীদের বিচার চাই,শিক্ষক লাঞ্ছনা কারীদের বিচার চাই।,
"শিক্ষক হৃদয় মন্ডলের জন্য শুভ কামনা।
আশা করি তিনি তার শিক্ষাদান পদ্ধতি বজায় রাখবেন। কোন রক্তচক্ষুকে ভয় না পেয়ে সত্যকে তুলে ধরবেন।","শিক্ষক হৃদয় মন্ডলের লাইগা শুভ কামনা।
আশা করি তিনি তার শিক্ষাদান পদ্ধতি বজায় রাখবাইন। কোন রক্তচক্ষুরে ভয় না পায়া সত্যরে তুইল্লা ধরবাইন ।",
শিক্ষক হেনস্তা করা খুব দুঃখজনক।,শিক্ষক হেনস্তা করা খুব দুঃখজনক,
শিক্ষক হেনস্থার নিন্দা জানাই। সেই সাথে এই শিশুটির মানসিক চাপ যেন তার ভবিষ্যতে বাঁধা হয়ে না দাঁড়ায়।,শিক্ষক হেনস্থার নিন্দা জানাই। হেই গলে এই শিশুডার মানসিক চাপ যেন তার ভবিষ্যতে বাঁধা হইয়া না দাঁড়ায়।,
শিক্ষকতার স্বাদ মিটে গেছে উনার।,শিক্ষকতার স্বাদ উনার মিট্যা গেছে।,
শিক্ষকরাও তাদের সাথে আছেন,শিক্ষকরাও হেরার লগে আসেন,Teachers are also with them
শিক্ষককে অবরুদ্ধ করে রাখা এই তো শিক্ষা তোর,শিক্ষকরে অবরুদ্ধ কইরা রাহা এই তো শিক্ষা তর,
শিক্ষার আর শিক্ষক আজ কোথায়,শিক্ষা আর শিক্ষক—এখন কোথায়?,
"শিক্ষা কার্যক্রম ভার্সিটি ঢাকা শহরের বাহিরে নিয়ে যাওয়া হোক
,,,",শিক্ষা কার্যক্রম ভার্সিটি ঢাকা শহরের বাহিরে নিযয়া যাউন হোক,
শিক্ষা গুরুর মর্যাদার দিন শেষ। এখন শিক্ষক ভয়ে থাকবেন ছাত্রদের।,শিক্ষা গুরুর মর্যাদার দিন শেষ। এহন শিক্ষক ভয়ে থাকব ছাত্রগর,
শিক্ষাঙ্গনে অস্থিরতা তৈরির ষড়যন্ত্রকারিদের বিরুদ্ধে ব্যবস্থা গ্রহণ করা উচিৎ।,শিক্ষাক্ষেত্রে অস্থিরতা তৈরির ষড়যন্ত্রকারীর বিরুদ্ধে ব্যবস্থা নেওয়া উচিত।,
"শিক্ষাপ্রতিষ্ঠানের আশেপাশের এতো মার্কেট কেন? এই মার্কেটগুলি মানুষের ভোগান্তির কারন, প্রতিদিন যানজট লেগেই থাকে! বানিজ্য মেলার মত অন্য কোথাও অপ্রয়োজনীয় মার্কেট সরিয়ে যানজট মুক্ত এলাকা করা হোক।","শিক্ষাপ্রতিষ্ঠানের আশেপাশের এতোডি মার্কেট কে? এই মার্কেটডি মাইনসের ভোগান্তির কারন, প্রতিদিন যানজট লাইগগা ই থাহে! বানিজ্য মেলার মত অন্য কুনুহানে অপ্রয়োজনীয় মার্কেট সরায়া যানজট মুক্ত এলাকা করা হোক",
শিক্ষার্থী নতুন ভর্তি হয়েছে,শিক্ষার্থী নতুন ভর্তি হইসে,
শিক্ষার্থী নতুন ভর্তি হয়েছে ,শিক্ষার্থী নতুন ভর্তি হইসে ,Students are newly admitted
শিক্ষার্থীদের কি ভাইরাল করার জন্য কোন সংশোধানাগারে পাঠানোর দরকার নাই!¡!!!!!,শিক্ষার্থীদের কি ভাইরাল হইবার লাইগাই সংশোধনাগারে পাঠানো লাগব না নাকি!!!,
শিক্ষিত না হলেও আপনাদের মত বেজন্মা না।,শিক্ষিত না অইলেও আম্নেগর মত বেজন্মা না।,
শিম সব ধরনের মাটিতেই চাষ করা যায়,শিম বেক ধরনের মাডিতেই চাষ করন যায়,Beans can be grown in all types of soil
শিম ভাজি আমার পছন্দের সবজি,শিম ভাজি আমার পসন্দের সবজি,Fried beans are my favorite vegetable
শিমুর আকাশী রং পছন্দ,শিমুর আসমানী রং পসন্দ,
শিমুর কমলা রং পছন্দ,শিমুর কমলা রং পসন্দ,
শিমুর কালো রং পছন্দ,শিমুর কালা রং পসন্দ,
শিমুর খয়েরি রং পছন্দ,শিমুর খয়ারি রং পসন্দ,
শিমুর গোলাপি রং পছন্দ,শিমুর গুলাপি রং পসন্দ,
শিমুর ধূসর রং পছন্দ,শিমুর ধূসর রং পসন্দ,
শিমুর নীল রং পছন্দ,শিমুর নীল রং পসন্দ,
শিমুর বেগুনি রং পছন্দ,শিমুর বেগুনী রং পসন্দ,
শিমুর মেরুন রং পছন্দ,শিমুর মেরুন রং পসন্দ,
শিমুর লাল রং পছন্দ,শিমুর লাল রং পসন্দ,
শিমুর সবুজ রং পছন্দ,শিমুর সবুজ রং পসন্দ,
শিমুর সাদা রং পছন্দ,শিমুর সাদা রং পসন্দ,
শিমের তরকারী ডিয়ে ভাত খেতে আমার ভালো লাগে না,শিমের তরকারী দিয়া ভাত খাইতে আমার ভালা লাগে না,I don't like rice with bean curd
শিশু টিকে ওখানে নেওয়া ঠিক হয়নি।,শিশু ডারে ওইনে নেওয়া ঠিক ওইছেনা ।,
শিশুদের এ ধরনের পরিস্থিতিতে সাম্বাদিকদের দাঁড় করানো ঠিক হয়নি মিডিয়া কর্মিদের মানষিক বিকাশ বলতে কিছু নাই ওনরা শুধু প্রচারটাই করতে জানে আর কিছু জানে না,শিশুগড় এ ধরনের পরিস্থিতিতে সাম্বাদিকদের দাঁড় করানি ঠিক হয়নাই মিডিয়া কর্মিদের মানষিক বিকাশ বলতে কিছু নাই ওনরা খালি প্রচারদাই করতে জানে আর কিছু জানে না,
"শিশুটির জন্য খারাপ লাগছে, কিন্তু প্রত্যেক অপরাধিই কারো না কারো সন্তান, কারো না কারো পিতা বা মাতা। এখানে আবেগকে সুযোগ দেয়া যাবে না।","শিশুটিডার লাইগগা খারাপ লাগতাছে, কিন্তু প্রত্যেক অপরাধিই কারো না কারো সন্তান, কারো না কারো বাপ বা মা এইনে আবেগরে সুযোগ দিউন যাইতো না।",
"শিশুটির জন্য মর্মাহত কিন্তু, কুলাঙ্গার শিক্ষকের প্রতি অধিক ধিক্কার জানাই।","শিশুটির জন্য মর্মাহত কিন্তু, কুলাঙ্গার শিক্ষকের প্রতি অধিক ধিক্কার জানাই।",
শিশুরা প্রধানত গল্প শুনতে খুব ভালোবাসে,শিশুরা প্রধানত গল্প হুনতে মেলা ভালবাসে,Children mainly love to listen to stories
শীতের সকাল অনেক সুন্দর,শীতের সহাল মেলা সুন্দর,Winter morning is very beautiful
শুয়ে টিভি দেখছিলাম,শুইয়া টিভি দেখতাসিলাম,
শুক্রবার আমরা গেছিলাম,শুক্কুরবার আমরা গেসিলাম,
শুক্রবার আমরা হেরে গেছি,শুক্কুরবার আমরা হাইরা গেসি,
শুক্রবার ওদিকে যাব না,শুক্কুরবার ওইনদা যাইতাম না,
শুক্রবার ওদিকে যাব,শুক্কুরবার ওইনদা যাইয়াম,
শুক্রবার মা ঠিকই বলেছিল,শুক্কুরবার মা ঠিকই কইসিন,
শুক্রবার মা সেদিন ঠিকই বলেছিল,শুক্কুরবার মা হেইদিন ঠিকি কইসিন,
শুক্র এবং শনি সাপ্তাহিক ছুটির দিন,শুক্র আর শনি সাপ্তাহিক ছুটির দিন,Fri and Sat are weekends
শুধুই আলেমদের জামিন নেই তাই না,শুধু আলেমদের জামিন নাই—তাই তো?,
শুধু গানটি যেমন ছিলো তেমনেই রয়ে গেছে,শুধু গানডা যেমন অসিলো তেমনই রইয়া গেসে,Only the song remains as it was
শুধু বিএনপি নেতা মুকবুল হোসেন কেন সাথে তারেক রহমান ও জিয়াউর রহমানকে ও আসামি করা করলেও আর্শ্চাযের কিছু নেই।।,শুধু বিএনপি নেতা মুকবুল হোসেন কে লগে তারেক রহমান ও জিয়াউর রহমানরে ও আসামি করা করলেও আর্শ্চাযের কিছু নাই,
শুধু লজ্জা বলতে পারি,শুধু লজ্জা বলতেই পারি।,
শুভ কামনা রইল সকল ছাত্র সমাজ কে,শুভ কামনা রইল সকল ছাত্র সমাজ রে,
শুভ কামনা রইলো স্যার এর জন্য,শুভ কামনা রইলো স্যার এর লাইগ্যা,
"শুভকামনা রইলো এর সাথে এটা যেন লোকদেখানো না হয়, তাহলে মানুষ সুফল পাবে","শুভকামনা রইলো। এইডা যেন লোক-দেহানি না অয়, অইলে মানুষ আসল সুফল পাইবো।",
"শুরু করছেন ব্যবসায়ীরা,,,আর সমাধান করবে প্রধানমন্ত্রী,,,মজ তো কেবল শুরু","শুরু করছেন ব্যবসায়ীরা, আর সমাধান করব প্রধানমন্ত্রী, মজ তো কেবল শুরু",
"শুরু থেকেই আমিও আতঙ্কিত,,,, এই আলামত সুখের নয়। সকল বাংগালী তথা সংস্কৃতিমনা মানুষের জন্য হুমকি স্বরূপ",শুরু থাইকা আমিও আতঙ্কিত—এই আলামত সুখের নয়। সকল বাঙালি আর সংস্কৃতিমনা মানুষরে জন্য হুমকি।,
শুরু হয়েছে প্রপাগান্ডা। আমাদের দেশের মিডিয়া গুলো নোংরা বেশি।,শুরু হইছে প্রপাগান্ডা। আমগর দেশের মিডিয়া গুলো নোংরা বেশি।,
শুরু হইলো,শুরু হইলো,
শেষ করলাম সবকিছু,শেষ করলাম বেগকিসু,I finished everything
শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল,শেষ বলে ছয় মাইরা বাংলাদেশ জিত্তা গেল,Bangladesh won by hitting six in the last ball
শেষ বার যে মেয়ের জন্য আমায় ছেড়ে গেছিলো শুনছি সে নাকি অনেক সুন্দর,শেষ বার যে মাইয়ার লাইজ্ঞা আমারে ছাইড়া  গেসিলো হুনসি হেয় নাকি মেলা সুন্দর,I hear the girl who left me for the last time is very beautiful
শেষ বয়সে এসে সে এখন এমন একটা জঘন্য কাজ করলো,শেষ বয়সে আইসা হেয় এহন এমন একটা জঘন্য কাম করল,At his last age he did such a heinous act
শেষ হয়ে গেছে,শেষ হইয়া গেসে,
"অবশেষে জাফর ষাড়ের বক্তব্যের পর মুক্তি পেল,,",শেষে জাফর ষাড়ের বয়ানর পর উনি ছাড়াইয়া আইলো।,
শোষিত জনগন এইটাই আশা করেছিল!!!,শোষিত মাইনসে এইডাই আশা করেছিন!!!,
"শ্রদ্ধেয় কলাকৌশলদের-ধন্যবাদ দিয়ে ছোট করবোনা, তবে প্রাণস্থল থেকে ইনশাআল্লাহ্‌ অনেক দো'য়া ভালোবাসা রইলো এবং থাকবে ইনশাআল্লাহ্‌","শ্রদ্ধেয় কলাকৌশলগো—ধন্যবাদ। ছোট করব না, প্রাণস্থল থাইকা ইনশাআল্লাহ দোয়া রইলো। ভালোবাসা রইলো এবং থাকবে ইনশাআল্লাহ্‌",
ষড়যন্ত্রকারীদের বিরুদ্ধে কোনো শাস্তি হবে না। একটা স্বাধীন দেশে মিথ্যা মামলা দিয়ে ফাঁসানোর অপরাধে শাস্তি হবে না কেন। বাংলাদেশ তো পাকিস্তান বা আফগানিস্তান না?,ষড়যন্ত্রকারীদের বিরুদ্ধে কোনো শাস্তি হইবো না। একটা স্বাধীন দেশে মিথ্যা মামলা দিয়ে ফাঁসানোর অপরাধে শাস্তি হইবো না ক্যান। বাংলাদেশ তো পাকিস্তান বা আফগানিস্তান না?,
ষ্যাড় কে নোবেল দিয়ে জাতীয় বিশ্ববিদ্যালয়ের খতিবের দায়িত্ব দেওয়া হোক,ষাঁড়রে নোবেল দিয়া জাতীয় বিশ্ববিদ্যালয়ের খতিব বানাইয়া দিক।,
ষড়যন্ত্রকারীদের গ্রেফতার করা হোক,ষড়যন্ত্রকারী রাইরে গ্রেফতার কইরা ধরুক।,
ষড়যন্ত্রকারীদের কি হবে ? এবং তার যে মানহানী হয়েছে তার ক্ষতিপূরণ কে দিবে ?,ষড়যন্ত্রকারীরাইর কি হইব? আর উনার যে মানহানি হইছে—তার ক্ষতিপূরণ কে দিব?,
সংখ্যলগু কি উত্তর পেয়েছি আমরা বাংলাদেশে?,সংখ্যলগু কি উত্তর পাইছি আমরা বাংলাদেশে?,
"সংখ্যালঘু হওয়ায় অনেকেই অন্ধের মত একে গালাগালি করছে, যদিও সে নির্দোষ হতে পারে। এটা সত্যিই অন্যায়। মানুষের মনুষত্ব জাগ্রত হওয়া প্রয়োজন।","সংখ্যালঘু হওয়ায় অনেকেই অন্ধের মত এরে গালাগালি করছে, যদিও হে নির্দোষ হইবার পারে। এডআ সত্যিই অন্যায়। মাইনসের মনুষত্ব জাগ্রত হওয়া প্রয়োজন।",
সংসার এর সব খরচ আমার জামাই দেয়,সংসার এর বেগ খরচ আমার জামাই দেয়,All expenses of the family are paid by my son-in-law
সংসারে কেউ ঠিকঠাকমতো সময় দিতে পারেনা,সংসারে কেউ ঠিকঠাকমতো সময় দিতে ফারেনা,
সন্ধ্যা কাজ করো,সইন্দাবেলায় কাম করো,
"সকল জল্পনা কল্পনার অবসান ঘটিয়ে গোয়েন্দা বিভাগ প্রমান করলো, বিএনপি একটিভ আছে এবং সরকারের জন্য বড় রকমের হুমকি।","সকল জল্পনা কল্পনার অবসান ঘটায়া গোয়েন্দা বিভাগ প্রমান করছে, বিএনপি একটিভ আছে এবং সরকারের লাইগ্গা বড় রহমের হুমকি।",
সকল বাধা পেরিয়ে জীবনে সফল হতে হবে,সকল বাধা পার হয়া জীবনে সফল হইতে হইব,You have to overcome all obstacles to succeed in life
সকালে ঘুম থেকে উঠার পর আমি ভালো কাজে পর্যাপ্ত সময় ব্যয় করতে চাই,সকালে ঘুম থাইক্কা উঠনের পর আমি ভালা কামে পর্যাপ্ত সময় ব্যয় করতাম চাই,After waking up in the morning I want to spend enough time in good deeds
সকালে চা খাবা,সকালে চা খাইবা ?,
সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,সকালে পড়াশুনা কইরা আমি আরামে মনোযোগ দিতাম ফারি,I can concentrate comfortably by studying in the morning
সকালে পড়াশোনা করা ভালো উপায়,সকালে পড়াশুনা করা ভালা উপায়,Studying in the morning is a good way
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো হয়,সকালের শুরুতেই পড়াশুনা শুরু করন ভালা হয়,
সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,সকালের শুরুতেই পড়াশোনা শুরু করা ভালা,It is better to start studying early in the morning
সঠিক তদন্ত করে ঘটনার কারন খুজে বের করা উচিত জন্যই যাতে এসব ঘটনা বার বার না ঘটে!,সঠিক তদন্ত কইরা গটনার কারন খুইজ্জা বাইর করুন উচিত জন্যই যাতে এসব গটনা বার বার না ঘটে!,
"সত্য কখনও লুকিয়ে থাকে না, সত্যের জয় হো।","সত্য কহন ও লুকায়া থাকে না, সত্যের জয় হো।",
সত্য কে কেহ ধামা চাপা দিয়ে রাখতে পারবেনা আপনি হিন্দু হোন কিংবা মুসলিম হোন। অবশেষে সত্যের জয় হয়েছে।,"সত্য কে কেহ ধামা চাপা দিয়া রাখবার পারতোনা, আপনি হিন্দু হোন কিংবা মুসলিম হন। অবশেষে সত্যের জয় হইতো",
"সত্য বিজ্ঞানের জয় হল
মিথ্যা ধর্মের পরাজয় হল","সত্য বিজ্ঞানের জয় হইল
মিথ্যা ধর্মের পরাজয় হইল ",
"সত্য সব সময় কঠিন হয়,
আর সত্যের জয় হয় নিরবে,,,,,","সত্য বেক সময় কঠিন হয়,
আর সত্যের জয় ওয় নিরবে,,,,,",
সত্য সব সময় সুন্দর হয়,সত্য সবসমই সুন্দর হয়।,
সত্যি বলতেছি এখন আর এই সব ঘটনা দেখে মুটেও অবাক হইনা... এই সরকারের দারা সবি সম্ভব,সত্যি কইতাছি অহন আর এইতা ঘটনা দেইক্ষা ইট্টুও আশ্চাইয্য অইনা... এই সরকাররে দিয়া সবি সম্ভব.....,
সত্যি বর্তমান কিছু দোকানের ব্যাবহার এতোটা খারাপ যার জন্য এখন এই অবস্থা,সত্যি বর্তমান কিছু দোকানের ব্যাবহার এতোডা খারাপ যার লাইজ্ঞা এহন এই অবস্থা,
সত্যি বেদনাদায়ক। ধর্ম অবমাননার অভিযোগ তুলে এদেশে সংখ্যালঘুদের দমিয়ে রাখার কৌশল ছাড়া আর কিছু না! ,সত্যি বেদনাদায়ক। ধর্ম অবমাননার অভিযোগ তুইল্লা এদেশে সংখ্যালঘুদের দমায়া রাহার কৌশল ছাড়া আর কিছু না!,
"সত্যিই অসাধারণ উদ্যোগ
ওদের মুখের হাসি দেখে অনেক ভালো লাগছে",সত্যিই অসাধারণ উদ্যোগ। ওগো মুখের হাসি দেইখ্যা মনডা ভইরা গেসে।,
