Chittagong,Noakhali,Sylhet,Mymenshingh,Target,anger,contempt,disgust,enjoyment,fear,sadness,surprise
এইল্লাত উতসব অক্কল সমত অন উচিত,  এমন উৎসব সব সময় হওয়া দরকার।,ওলাখান উৎসব সব সময় হওয়া উচিত,এইরুম উৎসব সবসময় হউন লাগে।,Neutral,0,0,0,1,0,0,0
"এইল্লাত মোত উদ্যোগ,, স্যালুড ভাই অনরারে",  এমন মহৎ উদ্যোগ স্যালুট ভাই আপনাদের।,"ওলাখান মহৎ উদ্যোগ,,,স্যালুট বাই আফনারারে",এরুম মহৎ উদ্যোগ… স্যালুট ভাই আপনেগড়ে ।,Neutral,0,0,0,1,0,0,0
"এত হম দামে তবুও হোনো ভিড় নাই বেয়াপার কি? টিসিবির গাড়ি ত ঢাহার বেয়াক পয়েন্ট অত থাহে তবুও উরোউরি পারা পারি,মারামারি এইল্লাত হবর তামাসা চাড়া আর কিচু ন","এত কম দামে, তবু কুনো ভিড় নাই বাপারডা কি? টিসিবির গাড়ি তো ঢাকার প্রতিটি পয়েন্টে থাকে, তবু হুরোহুরি পারা-পাড়ি, মারামারি এইসব সংবাদ তামাসা ছাড়া আর কিছু না।","ওতো কম দাম তবুও কুনো ভিড় নাই ব্যাফারটা কিতা? টিসিবির গাড়ি তো ঢাকার ফ্রতেকটা ফয়েন্টও থাকে তাও হুরোহুরি ফারা ফারি, মারামারি, ইতা সংবাদ তামাসা সাড়া আর কিছু নায়।","এত কম দামে দিয়া তবুও ভিড় নাই—ব্যাপারটা কি? টিসিবির গাড়ি তো ঢাকার হেরেক পয়েন্টে থাহে, তবুও হুরোহুরি, পারা-পাড়ি, মারামারি—এইসব নিউজ তামাসা ছাড়া আর কিছু না।",Neutral,0,0,0,1,0,0,0
এ মোওত হাম গান বোত বালা লাইলু,  এই মহৎ কাজটা দেইখা খুব ভালো লাগছে।,ঔ মহৎ কামটা খুব বালা লাগলো,এই মহৎ কামডা দেইখ্যা খুব ভালা লাগলো।,Neutral,0,0,0,1,0,0,0
"ন জানি হদিন চলিবু ইয়ান, ত বালা লাইলু ইয়ান","  জানি না কয়দিন চলবো, কিন্তু ভালো লাগছে।","জানিনা কয়দিন চলব ওটা, তবে বালা লাগলো ওটা","জানি না কয়দিন চলবো, তবুও ভালো লাগতাছে এইডা।",Neutral,0,0,0,1,0,0,0
হোন জাগাত দে টিকানা দে আরো লাইবু,"  কোন জায়গায় দেয় ঠিকানা দেন, আমারও লাগবো।",কুন জায়গা ঠিকানা দেইন আমার ও লাগব,"কুন জায়গায় দেয়? ঠিকানা দেন, আমারও লাগবো।",Neutral,0,0,0,1,0,0,0
আল্লা এ বাই অলরে মনর উদ্দেশ্য পূরন গরক,  আল্লাহ এই ভাইগুলার মনের আশা পূরণ করুক।,আল্লাহ ঔ বাইয়োর মনোর উদ্দেশ্য ফূরণ করুইক,আল্লাহ এই ভাইগুলার মনের নিয়ত পূরণ করুক।,Religious,0,0,0,1,0,0,0
মোয়ান আল্লা পাক সোয়ায় অক যেগুনে এ হাম অর লই যুক্ত,  মহান আল্লাহ পাক সহায় হোন যারা এই কাজের লগে জড়িত।,মহান আল্লাহ ফাক সহায় হোইন যাঁরা ঔ কামোর লগে সম্পৃক্ত,"মহান আল্লাহ পাক সহায় অউক, যারা এই কামডার লগে জড়িত।",Religious,0,0,0,1,0,0,0
বিদ্যানন্দ বোত বালোবাসা অনরার লাই দোয়া রইলু অনরার লাই,"  বিদ্যানন্দ, অনেক ভালোবাসা আপনাদের লাইগ্যা, সাথে দোয়া রইলো।",বিদ্যানন্দ অনেক ভালোবাসা আফনারার লাগি লগে দুআ রইলো আফনারার লাগি,"বিদ্যানন্দ, অনেক ভালোবাসা আপনেগোর লাইগা। সাথে দোয়া রইলো।",Neutral,0,0,0,1,0,0,0
গোডা বচর দেশ অর বড়লোক মানুষ গুন এন উদ্যোগ লয়। তইলি বাংলাদেশ অত বোত অভাব মুক্ত অইবু।গরিব মানুষ গুন বোত সুন্দর গরি জীবন পার গরিত পারিবু,সারাবছর দেশের ধনী মানুষ গুলো এমন উদ্যোগ নেয়া হয়। তাহলে বাংলাদেশে অনেক অভাব মুক্ত হবে। গরীব মানুষ গুলো অনেক সুন্দর ভাবে জীবন যাপন করতে পারবে।,আস্তা বসর দেশর ধনী মানুষ গুন্তর ওলাখান উদ্যোগ নেওয়া ওয়। তে  বাংলাদেশ অনেক অভাব মুক্ত অইব। গরীব মানুষ গুন্ত বহুত সুন্দর ভাবে জীবন যাপন করতে ফারব ।,"সারাবছর যদি দেশের ধনী মানুষগুলা এমন উদ্যোগ নিতো, তাইলে বাংলাদেশে অনেক অভাব কমতো। গরীব মাইনসে সুন্দর কইরা জীবন চালাইতে পারতো।",Neutral,0,0,0,1,0,0,0
এত সওজ স্বপ্ন দেইক্কুন নাতো?,  এত সহজে স্বপ্ন দেখতেছি নাকি?,ওতো সহজ স্বপ্ন দেখরাম না তো?,এত সহজ স্বপ্ন দেইখ্যা ফেলতাছো নাকি?,Neutral,0,0,0,1,0,0,0
সুন্দর। লগে থাকিত পাইরলি বালা লাইগতু,  সুন্দর। সাথে থাকতে পারলে ভালো লাগতো।,সুন্দর। লগে থাকতে ফারলে বালা লাগতো,সুন্দর। লাগে থাকবার পাইলে আরো ভালা লাগতো।,Neutral,0,0,0,1,0,0,0
মাইনষর আসি দেহে। মন ইয়ান ভরি গেইয়ি। ধইন্যবাদ বেয়াজ্ঞুন অরে,  মানুষের হাসি দেইখা মনটা ভইরা গেলো।,মানুষর হাসি দেখিয়া । মন টা ভরি গেলো। ধন্যবাদ সবরে কে।,মাইনসের হাসি দেইখ্যা মনডা ভইরা গেসে। সবাইরে ধন্যবাদ।,Neutral,0,0,0,1,0,0,0
আল্লা তোয়াই এই রইম্মা উদ্যোক্তা অলরে সইয়াওক হ,"  আল্লাহ, এমন উদ্যোক্তাদের সহায় হও।",আল্লাহ তুমি ঔ লাখান উদ্যোক্তা হক্কলরে সহায়ক কর,"আল্লাহ, তুমি এইরকম উদ্যোক্তাগোরে সহায়তা কর।",Religious,0,0,0,1,0,0,0
হে আল্লা তোয়াই আর দি এন দান হত্তে গরাইবু,"  হে আল্লাহ, কবে আমারে দিয়া এমন দান করাইবা?",হে আল্লাহ তুমি আমার দ্বারা ওলাখান দান কুনসময় করাইবায়,"হে আল্লাহ, আমার দ্বারা কবে এইরুম দান করাইবা?",Religious,0,0,0,1,0,0,0
লিডো সংগটন অর পক্ষর তুন আন্তরিক শুবেচ্চা আর অবিনন্দন জানাইর,  লিডো সংগঠনের পক্ষ থেইকা আন্তরিক অভিনন্দন জানাই।,লিডো সংগঠন ওর ফক্ষ থাকি জানাই আন্তরিক অভিনন্দন ও শুভেচ্ছা!!,লিডো সংগঠনের পক্ষ থেইকা আন্তরিক অভিনন্দন আর শুভেচ্ছা।,Neutral,0,0,0,1,0,0,0
সেচ্চাসেবী সংগটনগিন দেশ অর আনাচে হানাচে আচে বলি এহনো দেশ অত দূরবিক্ক দেহা দিয়ে এনে,  স্বেচ্ছাসেবী সংগঠন আছে বইলাই এখনো দেশে দুর্ভিক্ষ লাগে না।,",সেচ্ছাসেবী সংগঠনগুন্তর দেশর আনাচে কাঁনাচে আসে কইয়্যাই ওখনো দেশও দূরভৃক্ষ দেখা দের নাহ",স্বেচ্ছাসেবী সংগঠনগুলা দেশের আনাচে-কানাচে আছে বলেই এখনো দেশে দুর্ভিক্ষ দেইখ্যা যায় না।,Neutral,0,0,0,1,0,0,0
আল্লা অনরার তে অবশ্যই উত্তম কিচু দিবু,  আল্লাহ আপনাদের অবশ্যই ভালো কিছুর বদলা দিবেন।,আল্লাহ আফনারারে অবশ্যই উত্তম কিসু  দিবা।,আল্লাহ আপনেগোরে অবশ্যই উত্তম কিছু দিবো ।,Religious,0,0,0,1,0,0,0
আল্লা পাক মওয়া উদ্যোগ আগায় লইতু সাইয্য গরি ইনশাল্লাহ,  আল্লাহ পাক এই মহা উদ্যোগ আগাইয়া নিতে সাহায্য করুক।,আল্লাহো ফাক মহা উদ্যোগ আগাইয়া নিতে সাহায্য করবা ইনশাআল্লাহ,আল্লাহ পাক এই মহা উদ্যোগ আগাইয়া নিতে সাহায্য করুক—ইনশাআল্লাহ।,Religious,0,0,0,1,0,0,0
মাশাল্লাহ বোত বালা এক্কান উদ্যোগ,"  মাশাআল্লাহ, অনেক ভালো একখান উদ্যোগ।",মাশআল্লাহ্ বহুত বালা একটি উদ্যোগ।,"মাশাল্লাহ, অনেক ভালো একটা উদ্যোগ।",Religious,0,0,0,1,0,0,0
"এ পতম হোনো এক্কান মোওত হাম অর কমেন্ট গইরলাম, বাই চালাই যন আল্লা অনরার সোয়ায় অইবান","এইবারই প্রথম কোনো একডা মহৎ কাজের কমেন্ট করলাম। ভাই, চালাইয়া যান আল্লাহ আপনাদের সহায় অইবেন।","ঔ ফ্রথম কুন একটা মহাৎ কামর লাগি কমেন্ট করলাম, বাই চালাইয়া যাওক্কা আল্লাহ আফনারার সহায় ওইবা","এই প্রথম কোনো মহৎ কামে কমেন্ট করলাম। ভাই, চালাইয়া যান—আল্লাহ সহায় অইবো।",Religious,0,0,0,1,0,0,0
আল্লা যেন ইতারার তোপিক আরো বাড়ায় দন,  আল্লাহ যেন ওনাদের তৌফিক আরো বাড়াইয়া দেন।,আল্লাহ যেন তারার তোফিক আরো বাড়াই দেইন,আল্লাহ যেন হেগোর তৌফিক আরো বাড়াইয়া দেন।,Religious,0,0,0,1,0,0,0
বোত বালা উদ্যগ। দেহি মন অত আলাদা এক্কান শান্তি পাইলাম! আলহামদুলিল্লা। আরার সরকারে কি এত সুন্দর নিয়ম জানন হোনো সচিব বা হমলা নাইক্কা?,"খুবই ভালা উদ্যোগ।
দেখে মনে আলাদা একটা শান্তি পাইছি!
আলহামদুলিল্লাহ।
আমাদের সরকারের কি এতো সুন্দর নিয়ম জানার লাইগ্যা কোনো সচিব বা কামলা নাইক্কা?","খুবই বালা উদ্যোগ।
দেখিয়া মনো আলাদা একটা শান্তি ফাইলাম!
আলহামদুল্লাহ।
আমরার সরকারোর কিতা ওতো সুন্দর নিয়ম জানে কুনো সচিব বা কামলায়?",খুবই ভালো উদ্যোগ। দেইখ্যা মনডার ভিতর আলাদা শান্তি পাইছি। আলহামদুলিল্লাহ। আমরার সরকারে কি এমন নিয়ম জানা কোনো সচিব-কামলা নাই নাকি?,Religious,0,0,0,1,0,0,0
জি ধইন্যবাদ পথম আলোরে অনরার একদিন সপল অইবু না যিন গরিব অর দুয়া,"জি, ধন্যবাদ গরিবর পাশে দাঁড়ানোর লাইগ্যা। ধন্যবাদ প্রথম আলোকে। আপনার একদিন সফল অইব না যা গরিবর দোয়ায়।",জি ধন্যবাদ গরিবর ফাশে দাঁড়ানির লাগি ধন্যবাদ প্রথম আলোরে আফনার একদিন সফল ওইবা গরিবর দোয়ায়,"জি ধন্যবাদ, গরীবের পাশে দাঁড়ানোর লাইগা। প্রথম আলো একদিন সফল অইবো—গরীবের দোয়ায়।",Neutral,0,0,0,1,0,0,0
অনরা আচন বুলি মানুষ বাচি আচে এহনো,  আপনারা আছেন বলেই মানুষ এখনো বাঁচতেছে।,আফনারা আসুইন কইয়্যা ই মানুষ বাঁচিয়া আসে ওখনো।,আপনেগো আছে বলেই এখনো মাইনস বাঁচা আছে।,Neutral,0,0,0,1,0,0,0
দব্যমূল্যর উর্ধবগতিরে ইতারার ইয়ান এক অসাদারণ উদ্যগ,  জিনিসপত্রের দাম বাড়ার সময় এইটা অসাধারণ উদ্যোগ।,দ্রব্যমূল্যের উর্ধ্বগতিত তারার ওটা এক অসাধারণ উদ্যোগ,দ্রব্যমূল্যের উর্ধ্বগতির মধ্যে এইডা সত্যিই অসাধারণ উদ্যোগ।,Neutral,0,0,0,1,0,0,0
আরার চিটাং হত্তে দিবু এইল্লাত,  আমাদের চাটগাঁয়ে কবে দিবেন এমন?,আমরার চট্টগ্রামও কখন দিবা ওলাখান,আমরার চট্টগ্রামে কবে দিবে এমন?,Neutral,0,0,0,1,0,0,0
যারার অত্ত আচে ইতারার উচিত পইয়োজন অত ইতারারে সাপোর্ট দন,  যাদের টাকা আছে তাদের সাপোর্ট দেওয়া উচিত।,যার অর্থ আসে তারার উচিত ফ্রয়োজনও তারারে সাপোর্ট দেওয়া,"যাদের টাকা-পয়সা আছে, দরকারে তাগোরে সাপোর্ট দেওয়া উচিত।",Neutral,0,0,0,1,0,0,0
পশংসনীয় হাম। হজন তো টেয়ার পাহাড় লই বই আচে ইতারারে দেহি শিখিত পারে না?,প্রশংসনীয় কাম। কতজন তো টাকার পাহাড় লইয়া বসে আছে তাদের দেখে কি শিখতে পারব?,ফ্রশংসনীয় কাম। কতজন তো টেখার ফাহাড় লইয়্যা বই রইসুইন তারা দেখিয়া হিখতে ফারে না?,প্রশংসনীয় কাম। কতজন তো টাকার পাহাড় নইয়া বসা আছে—তাগো দেইখ্যাও শিক্ষা নেয় না।,Neutral,0,0,0,1,0,0,0
"আল্লা অনরারে এ দান অরে হবুল গরক। টেয়া থাইলিও বেয়াজ্ঞুন অর মন থাহেনা,ইয়ান এক্কান মোওত উদ্যগ","আল্লাহ আপনাদের এই দানডা কবুল করুক।
টাকা থাকলেও সবার মন থাকেনা, এইডা একটী মহৎ উদ্যোগ।","আল্লাহ আফনারার ঔ দানরে কবুল করুইক।
টেখা থাকলেও সবর মন থাকেনা, ওটা একটা মহৎ উদ্যোগ।",আল্লাহ আপনেগোর এই দান কবুল করুক। টাকা থাকলেই মন থাকে না—এইডা সত্যিই মহৎ উদ্যোগ।,Religious,0,0,0,1,0,0,0
"বোত বালা উদ্যগ, অসাদু ব্যবসায়ী অলর লাই নিরব পতিবাদ","খুব ভালো উদ্যোগ, অসাধু ব্যবসায়ীদের লাইগ্যা নীরব প্রতিবাদ।","খুব বালা উদ্দেগ, অসাধু ব্যবসায়ীহক্কলোর লাগি নিরব ফ্রতিবাদ।","খুব ভালো উদ্যোগ, অসাধু ব্যবসায়ীগোর লাইগা নীরব প্রতিবাদ।",Neutral,0,0,0,1,0,0,0
সরহার অর ইতারার হাচর তুন শিক্ষা লন উচিত,  সরকারের উচিত এদের থেইকা শিক্ষা নেওয়া।,সরকারোর তারার কাস থাকি শিক্ষা নেওয়া উচিত।,সরকারের উচিত এদের থেইকা শিক্ষা নেওয়া।,Neutral,0,1,0,1,0,0,0
এন আন্দার অত এক টুরা আলোর জলক,  এত অন্ধকারের মধ্যে এক চিলতে আলোর ঝলক।,ওত অন্ধকারও এক টুকরা আলোর ঝলকানি !,এত অন্ধকারের ভিতর এক টুকরা আলোর ঝিলিক।,Neutral,0,0,0,1,0,0,0
দু / একদিন অর ইসাব গইরলি অইবু না। ৩৬৫ দিন অর ইসাব গরন পরিবু। তবে উদ্যগ পশংসা পাইবার যোইগ্য,"দুই/এক দিনের হিসাব করলে হইব না। ৩৬৫ দিনের হিসাব করতে হইব।
তবে উদ্যোগটা প্রশংসা পাওয়ার যোগ্য।","দুই/একদিনোর হিসাব করলে ওইতো নায়। ৩৬৫ দিনর হিসাব করতে ওইব।
তবে উদ্যোগ ফ্রশংসা ফাইবার যোগ্য।",দুই-একদিনের হিসাব কইরা লাভ নাই। ৩৬৫ দিনের হিসাব করতে অইবো। তবুও উদ্যোগ প্রশংসার যোগ্য।,Neutral,0,0,0,1,0,0,0
এইল্লাত মোট হজনরে দে! হারণ এন্ডে হোনো মাইনষর বিড়,এভাবে মোট কতজনরে দিয়া হয়! কারণ সেখানে কুনো লোকজনের ভিড় নাই।,ওলাখান মোট কতজন রে দেওয়া ওয়! কারন হন কুন লোকজনর ভিড় নাই।,এইভাবে মোট কতজনরে দেয়? কারণ সেখানে তো কোনো ভিড়ই নাই।,Neutral,0,0,0,1,0,0,0
ধইন্যবাদ জানাইর কিন্তু এন গরি হদিন মানুষ দেহন না তো,"  ধন্যবাদ জানাই, কিন্তু কয়দিন দেখাইবেন?",ধন্যবাদ জানাই কিন্তু ওলাখান কয়দিন মানুষ দেখানি নাতো,"ধন্যবাদ জানাই, কিন্তু এভাবে কয়দিন লোক দেহানি চলবো?",Neutral,0,1,0,1,0,0,0
ইয়ান বাংলাদেশ অর নোয়া চমক,  এইটা বাংলাদেশের নতুন চমক।,ওটা বাংলাদেশর নতুন চমক,এইডাই বাংলাদেশের নতুন চমক।,Neutral,0,0,0,1,0,0,0
আল্লক তোফিক দিলি ইনশাল্লাহ আইও এই মোয়ান উদ্যগ অর ডাগে থাইবু,আল্লাহ তওফিক দিলে ইনশাআল্লাহ আমিও এই মহান উদ্যোগের পাশে থাকমু।,আল্লাহ তওফিক দিলে ইনশাল্লাহ আমিও ঔ মহান উদ্যোগর ফাসে থাকমু।,আল্লাহ তৌফিক দিলে ইনশাআল্লাহ আমিও এই মহৎ কামে পাশে থাহমু।,Religious,0,0,0,1,0,0,0
এ উদ্যগ হারীর উদ্দি মোয়ান আল্লা রাজি কুশি থাহন,এই উদ্যোগকারীদের উপর মহান আল্লাহ রাজি-খুশি থাকুক।,ঔ উদ্যোগ কারীর উফরে মহান আল্লাহ রাজি খুশি থাকুইন,এই উদ্যোগকারীগোর উপর মহান আল্লাহ রাজি-খুশি থাহুন।,Religious,0,0,0,1,0,0,0
এ দইয়াময় মানুষ টালে আল্লা তোয়াই হবুল গরি ল,  এই দয়ালু মানুষগুলারে আল্লাহ কবুল করুক।,ঔ দয়াময় মানুষ টারে আল্লাহ তুমি কবুল করিয়া নেও,এই দয়াময় মাইনসগুলারে আল্লাহ তুমি কবুল কইরা নিও।,Religious,0,0,0,1,0,0,0
সরকার পাইরলি গরিত পারে এইল্লাত গরিবেনা,  সরকার পারলেও এমন কাজ করে না।,সরকার ফারলে করতে ফারে কিন্তু ওলাখান করতো নায়,সরকার পারলে করবার পারে—কিন্তু করতো না।,Neutral,0,0,0,1,0,0,0
"অনরার এ মোওত উদ্যগ যুগ যুগ বাচি থাহক, আল্লার রমত পরক অনরার উদ্দি। আমিন","আপনাদের এই মহৎ উদ্যোগ যুগ যুগ বাঁচুক, আল্লাহর রহমত বর্ষিত অইক্কে আপনাদের উপর।
আমিন","আফনারার ঔ মহৎ উদ্যোগ যুগ যুগ বাঁচিয়া থাকুক, আল্লাহর রহমত বর্ষিত হোউক আফনারার উফরে।আমিন।",আপনেগোর এই মহৎ উদ্যোগ যুগ যুগ বাঁচিয়া থাকুক। আল্লাহর রহমত বর্ষিত অউক আপনেগোর উপর। আমিন।,Religious,0,0,0,1,0,0,0
আল্লা তালা যেন আরো রিযিক বাড়ায় দন,  আল্লাহ রিজিক বাড়াইয়া দেন।,আল্লাহ তাআ'লা যেন আরো রিযিক বড়াইয়া দেইন,আল্লাহ তায়ালা যেন আরো রিজিক বাড়াইয়া দেন।,Religious,0,0,0,1,0,0,0
বোত বোত ধইন্যবাদ অনরার মনর আশা আল্লা পুরুন গরন আমিন,অনেক অনেক ধন্যবাদ। আল্লাহ আপনাদের মনের আশা পূরণ করুন আমিন।,অনেক অনেক ধন্যবাদ আফনারার মনর আশা আল্লাহ ফূরন করুইন আমিন,অনেক অনেক ধন্যবাদ। আম্মেগোর মনের আশা আল্লাহ পূরণ করুক—আমিন।,Religious,0,0,0,1,0,0,0
"আরার হতা ন হইলাম,বাড়ান্নায়ার আগে একবারো অই মানুষ গুন অর হতা মাথাত আইলু না যেগুনে দিন অত আনি দিন অত হায় ইতারা কিরি ব্যবস্তা গরিবু","  আমরার কথা বাদই দিলাম, দাম বাড়ানোর আগে একবারও কি ওই দিন আনা দিন খাওয়া মানুষগুলার কথা মাথায় আইছিল না? ওরা কেমনে চলবো?","আমরার মাত আর নাই কইলাম, বাড়ানির আগে একবারও ঔ লোকগুন্তর মাত মাথাত আইল না যারা দিন আনিয়া দিন খায় তারা কিলান করি ব্যবস্থা করব","আমাদের কথা নাই, বললাম—বাড়ানোর আগে একবারও ঐ লোকগুলোর কথা মাথায় আসে নাই, যারা দিন এনে দিন খায়, তারা কেমনে ব্যবস্থা করব।",Neutral,1,0,0,0,0,1,0
মাতা পিচু আয় বাইড়যে এনে তেল অর দাম বাড়াইত পারে,  মাথাপিছু আয় বাড়তেছে বইলা তেলের দাম বাড়াইতেই পারে নাকি!,মাথা ফিসু আয় বাড়ের তাই তেলর দাম বাড়তেই ফারে।,"মাথাপিছু আয় বাড়ছে, তাই তেলের দামও বাড়তে পারে।",Neutral,0,1,0,0,0,0,0
আস্টো টেয়া কেয়া লিটারে ৮০টেয়া গইরলিও জনগণ অর হিচু গরিবার নাই,"  ৮ টাকা ক্যান, লিটারে ৮০ টাকা করলেও জনগনের কিচ্ছু করার নাই।",৮ টেখা কেনে লিটারে ৮০ টেখা করলেও জনগনর কিসুই করবার নাই,৮ টাকা লিটারে ৮০ টাকা করলেও জনগনের কিছু করার নাই।,Neutral,0,0,0,0,0,1,0
ডিজিটাল বাংলাদেশ অর সুপল এহন জনগনে পারযে,  ডিজিটাল বাংলাদেশের সুফল অহন জনগন পাইতেছে নাকি!,ডিজিটাল বাংলাদেশর সুফল ওখন জনগণে ফার।,ডিজিটাল বাংলাদেশের সুফল এখন জনগণ পায়।,Neutral,0,1,0,0,0,0,0
"তেল হনি হমায় দ, শরীর বালা থাইবু মুকে হন সজ কিন্তু পালন গরন হটিন","  তেল কম খাও, শরীর ভালো থাকবো কথা কইতে সহজ, মানা কঠিন।","তেল খাওয়া কমাই দেও,শরীর বালা থাকব মুখও কোওয়া সহজ কিন্তু ফালন করা কঠিন।","তেল খাওয়া কমাইতাম, শরীর ভাল থাকব। মুখে বলা সহজ, কিন্তু পালন করা কঠিন।",Neutral,0,1,0,0,0,0,0
তেল ত স্বাস্থ্যর লাই হতি এতল্লাই বাড়ে আলহামদুলিলা,"  তেল তো স্বাস্থ্যের ক্ষতি, তাই বাড়ছে আলহামদুলিল্লাহ!",তৈল ত স্বাস্থ্যের লাগি ক্ষতি ওতার লাগি বাড়ে ্আলহামদুল্লিহ,"তেল স্বাস্থ্যর জন্য ক্ষতি, এজন্য বাড়ে, আলহামদুল্লিলাহ।",Religious,0,1,0,0,0,0,0
গুষহোর....... কি বুঝাইত পারে গরিব অর হত হষ্ট,  ঘুষখোরগুলা গরিবের কষ্ট কিচ্ছু বুঝে নাকি!,ঘুষখোর...... কিতা বুঝতে ফারে গরিবর কত কষ্ট,ঘুষখোর… কি বুঝবে গরিবের কত কষ্ট।,Neutral,1,0,0,0,0,1,0
মাতা পিচু আয় বাইড়গি। এনে দাম বাইড়গে।,  মাথাপিছু আয় বাড়ছে তাই দামও বাড়ছে।,মাথা ফিছু আয় বেড়সে। অতার লাগি দাম বেড়সে।,"মাথাপিছু আয় বেড়েছে, তাই দামও বেড়েছে।",Neutral,0,1,0,0,0,0,0
চইল অর কেজি তইলি ৮০টেয়া গরি লাইবু,  তাইলে চালের কেজিও ৮০ টাকা করা লাগবো।,চাউলর কেজি তে ৮০ টেখা করা লাগবো,চালের কেজি তখন ৮০ টাকা করা লাগবে।,Neutral,0,1,0,0,0,0,0
"হার মাথাত এগিন আইবু, সাদারন জনগন অর হতা বাংলাদেশ অর রাজনীতিবিদ আর নীতিনির্ধারক অলর মাথাত ন থাহে। দেশ অর জনগন অর স্বার্থর তুন ইতারার স্বার্থই অক্কল সমত জয়ী অয়",কার মাথায় এইসব আইব? সাধারণ জনগণের কথা বাংলাদেশের রাজনীতিবিদ আর নীতিনির্ধারকদের মাথায় থাকে না। দেশের জনগণের স্বার্থের চাইতে ওদের নিজের স্বার্থই সবসময় জিতে।,"কার মাথাত ওতা আইব, সাধারণ জনগণর মাত বাংলাদেশর রাজনীতিবিদ আর নীতিনির্ধারকর মাথাত থাকে না। দেশর জনগনর স্বার্থের থাকি তারার স্বার্থই সবসময় জয়ী ওয়।",কার মাথায় এসব আসে! সাধারণ জনগণের কথা বাংলাদেশের রাজনীতিবিদ আর নীতিনির্ধারকের মাথায় আসে না। দেশের জনগণের স্বার্থের চেয়ে তাদের স্বার্থ সবসময় জয়ী।,Neutral,1,0,0,0,0,1,0
তেল অর দাম আর ন বাড়াইয়ুন তইলি জনগণ তেল হন বাদ দি দিবু কিন্তু,"  তেলের দাম আর বাড়াইয়েন না, নাইলে জনগন তেল খাওয়া বাদ দিয়া দিবো।",তেলওর দাম আর বাড়াইন না তে জনগন তেল খাওয়া বাদ দিলাইব কিন্তু।,"তেলের দাম আর বাড়াইয়েন না, না হলে জনগণ তেল খাওয়া বাদ দিবে।",Neutral,0,1,0,0,0,0,0
"মন্ত্রী অলর দাপট দেহার দে, আরা পারি! তোরা গরিব ন হায় মর",  মন্ত্রীরা দাপট দেখাইতেছে আমরা পারি! তোরা গরিব না খাইয়া মর।,মন্ত্রী হক্কল দাপট দেখাইরা. আমরা ফারি! তোরা গরীব না খাইয়া মর।,মন্ত্রীরা দাপট দেখাইতেছে। আমরা পারি! তোরা গরীব না খেয়ে মর।,Political,0,1,0,0,0,1,0
দেশ উন্নয়ন অর জোয়ার অত ভাসের ত,  দেশ উন্নয়নের জোয়ারে ভাসতেছে তো!,দেশ উন্নয়নর জোয়ারও ভাসের তও,দেশ উন্নয়নের জোয়ারে ভাসচ্ছে তো।,Neutral,0,1,0,0,0,0,0
"আহরে, দেশ হনো সমত মরে ভাতে আবার হোনো সমত বা আতে। মাজে মধ্যি পিয়াজ এহন আবার সয়াবিন। আহ","  আহারে, দেশ কখনে ভাতে মারে কখনে হাতে, মাঝে মাঝে পিয়াজে, অহন সয়াবিনে।","আহরে, দেশ কখনো মারে ভাতো  আবার কখনো বা হাতও।মাঝে মাঝে ফিয়াজও আবার সয়াবিনও আহ","আহরে, দেশ কখনো মারে ভাতে, আবার কখনো হাতে। মাঝে মধ্যে পিয়াজ, এখন আবার সয়াবিন। আহ।",Neutral,0,1,0,0,0,1,0
আমলা অলর পকেট বারী হমলার পকেট গরে হালি,"   আমলাগো পকেট ভরতি কমলার পকেট করে খালি""","আমলার ফকেট বারি 
 কমলার ফকেট করিয়া খালি","আমলার পকেট ভারী, কমলের পকেট খালি।",Neutral,0,0,0,0,0,1,0
"হইবার ত বোত কিচুই আচিল,কিন্তু হই লাভ কি, আরা ত আমজনতা। আরারে যেন গরি চলাইবু এন গরি চলন পরিবু","কইবার তো অনেক কিছু আছিল, কিন্তু কইয়া লাভ কি আমরা তো আমজনতা। আমাদের যেভাবে চালাইব, সেভাবেই চলতে অইব।","কইবার তো বহুত কিসুই আসিল, কিন্তু কইয়্যা লাভ কীতা, আমরা তো আমজনতা। আমরা যেলাখান চলাইমু হলাখান চলতে অইব","বলার তো অনেক কিছুই ছিলো, কিন্তু বলে লাভ কী? আমরা তো আমজনতা। যেভাবে চলাবে, সেভাবেই চলতে হবে।",Neutral,0,0,0,0,0,1,0
তেল চাড়া হা। দিন দিন তেন বোত জইম্মে,"  তেল ছাড়া খাই খাই, দিন দিন তেল অনেক জমতেছে।",তেল ছারা খাখা।দিন দিন তেল বহুত জমের।,তেল ছাড়া খাখা। দিন দিন তেল জমছে।,Neutral,0,1,0,0,0,0,0
আরার ত কিনি হন পরে দাম বাইড়লি ভুগান্তি বাড়ে যেগুনে দাম বাড়ার ইতারার ত কিনি হন ন পরে,"  আমরার তো কিনা খাইতে হয়, দাম বাড়লে কষ্ট বাড়ে, যারা দাম বাড়ায় তাদের কিনা খাইতে হয় না।",আমরার তো কিনিয়া খাইতে ওয় দাম বাড়লে ভোগান্তি বাড়ে যারা দাম বাড়ায় তারার তো কিনিয়া খাইতে ওয় না,"আমাদের তো কিনে খেতে হয়, দাম বাড়লে ভোগান্তি বাড়ে। যারা দাম বাড়ায়, তাদের তো কিনে খেতে হয় না।",Neutral,0,1,0,0,0,1,0
