Standard_Bangla,dialect_speech,English_translation
ফুটবল আমার প্রিয় খেলা,ফুটবল আমার প্রিয় খেলা,Football is my favorite sport
ফুটবল খেলা আমার জীবনের অংশ,ফুটবল খেলা আমার জীবনের অংশ,Playing football is part of my life
ফুটবল খেলার সময় আমি আনন্দ পাই,ফুটবল খেলার সময় আমি আনন্দ পাই,I enjoy playing football
ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জয় করসে ফ্রান্স,France won the World Cup in football matches
ফুটবলে তোমাদের প্রিয় দল কোনটি?,ফুটবলে তোমরার প্রিয় দল কোনডা?,Which is your favorite football team?
"ফুলে ফুলে সাজিয়ে রেখেছি আমার এই মন, তুমি আসলে দুজন মিলে সাজাবো জীবন","ফুলে ফুলে সাজায়া রাখছি আমার এই মন, তুমি আসলে দুইজন মিল্লা সাজায়াম জীবন","I have decorated my mind with flowers, you two will decorate life together"
ফেসবুক একটি জনপ্রিয় যোগাযোগ মাধ্যম,ফেসবুক একটা জনপ্রিয় যোগাযোগ মাধ্যম,Facebook is a popular communication medium
ফেসবুকবাসীর অনুমান সত্য প্রমাণ হয়ছে ধন্যবাদ এমন একটি মামলা করার জন্য হাসান মাহমুদ এর পক্ষ থেকে লাল সালাম,ফেসবুকবাসীর অনুমান সত্য প্রমাণ অইছে ধন্যবাদ এইরুম একটা মামলা করার জন্য হাসান মাহমুদ এর পক্ষ থাইক্কা লাল সালাম,Facebook users' speculation has proven true. Red salute to Hasan Mahmud for filing such a case.
ফেসবুকে তার একজনের সাথে সম্পর্ক হয়,ফেসবুকে তার একজনের সাথে সম্পর্ক হয়,She/He started a relationship with someone on Facebook.
ফোন করে জানাল,ফোন কইরা জানাইল,Called and said
ফ্যাসীবাদী রাষ্ট্র পরিচালকদের দ্বারা এই নির্মম দৃশ্য আমাদের বারংবার দেখতে হয় জনচেতনা আর গণ আদালতেই এর প্রকৃত ওষুধ,ফ্যাসীবাদী রাষ্ট্র পরিচালকগড় দ্বারা এই নির্মম দৃশ্য আমগড় বারংবার দেহুঁন লাগে জনচেতনা আর গণ আদালতেই এর প্রকৃত ওষুধ,We are repeatedly forced to witness this brutal scene by fascist state rulers; the true remedy lies in public awareness and people's courts.
ফ্লোর গুলি মার্বেল পাথর দিয়ে বানানো,ফ্লোর গুলা মার্বেল পাথর দিয়া বানানু,The floors are made of marble stone
বই পড়েছেন,বই পড়তাসুইন?,You have read a book.
বইগুলোর দিকে তাকিয়ে ছিলাম,বইগুলার দিকে তাকায়া আসিলাম,I was looking at the books
বইটা পাওয়া গেছে,বইটা পাওয়ন গেসে,The book is found
বইটা পাওয়া যায় কি না,বইটা পাওয়ন যায় কি না,Is the book available?
বোনকে বাসায় পাঠিয়ে দিয়েছি,বইনরে বাসায় পাঠায়া দিসি,I have sent my sister home
বোনের কি বিয়ে হয়ে গেছে,বইনের কি বিয়া হইয়া গেসে?,Has your sister gotten married?
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বইনের বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,A flower shop by the roadside near sister's house
বসে বসে লাইভ কাইজ্জা দেখছি,বইয়া বইয়া লাইভ কাইজ্জা দেখতাছি,I'm sitting and watching a live stream.
বউয়ের জন্য আর বন্ধুদের মাঝে মুখ দেখানোর উপায় নাই,বইয়ের লাইজ্ঞা আর বন্ধুগর মাঝখানে মুখ দেহানুর উপায় নাই,There is no way for the wife to show her face to her friends
বউ এর চেয়ে তোমাকে বেশী সুন্দর লাগলে কিন্তু সমস্যা,বউ এর চেয়ে তোমারে বেশী সুন্দর লাগলে কিন্তু সমস্যা,"If you think you are more beautiful than your wife, it is a problem"
বউ এর চোখ ছলছল,বউ এর চোখ ছলছল,The wife's eyes are full
"বউ খাবার সময় বেশ হাসি মুখে বল্লো, রান্না কেমন হয়েছে?","বউ খাওনের সময় বেশ হাসি মুখে কইল, রান্না কেমত হইসে?","The wife said with a smile during the meal, how was the cooking?"
"বউ মেকআপ তুলতে তুলতে, যাবোই না আজ","বউ মেকআপ তুলতে তুলতে, যামুই না আইজ",I will not go today to pick up my wife's makeup
"বউ হারালে বউ পাওয়া যায়, কিন্তু বন্ধুকে টাকা দিলে সেটা আর ফেরত পাওয়া যায় না","বউ হারাইলে বউ পাওয়ন যায়, কিন্তু বন্ধুরে টেহা দিলে হেইডা আর ফেরত পাওয়ন যায় না","If you lose a wife, you get a wife, but if you give money to a friend, you can't get it back"
"বউকে ভালোবাসতে শিখুন, কিন্তু কার বউ সেটা দেখার বিষয় না","বউরে ভালোবাসতে শিখেন, কিন্তু কার বউ হেইডা দেহার বিষয় না","Learn to love your wife, but not whose wife it is"
স্ত্রীর অভিযোগ স্বামী তার দায়িত্ব ঠিকমতো পালন করছে না,বউয়ের অভিযোগ জামাই তার দায়িত্ব ঠিকমতো পালন করতাসে না,The wife alleges that her husband is not fulfilling his responsibilities properly.
স্ত্রী ধারণা স্বামী পরকীয়ায় আছে,বউয়ের ধারণা জামাই পরকীয়ায় আসে,Wife thinks husband is estranged
বক্তব্য টা ঠিক না,বক্তব্যটা ঠিক না।,That statement is not correct.
বঙ্গপাল বিঙানীদের চুধনে দেশে থাকা মুশকিল অথচ এই বঙ্গপাল বিজ্ঞানীরা কি চেটের বিজ্ঞান অর্জন করে টেলিস্কোপ দিয়ে ও খোজে পাওয়া যায় না আমাদের বঙ্গপাল বিজ্ঞানীদের,বঙ্গপাল বিজ্ঞানীর চুথনে দেশে থাকা মুশকিল—আর এই বঙ্গপাল বিজ্ঞানীরা কি চেতের বিজ্ঞান শেখছে? টেলিস্কোপ দিয়া খোঁজার পরেও পাওয়া যায় না আমাদের বঙ্গপাল বিজ্ঞানীরা।,"It's difficult for Bangpal (a derogatory term for Bengalis) to stay in the country, and yet these Bangpal scientists haven't even managed to acquire basic science, let alone discover anything using telescopes. What about our Bangpal scientists?"
বঙ্গবন্ধু শেখ মুজিবুর রহমান ১ নম্বর আসামি বঙ্গবন্ধু শেখ মুজিবুর রহমানের কঠিন শাস্তি দেওয়া হোক জোর দাবি জানাচ্ছি।,বঙ্গবন্ধু শেখ মুজিবুর রহমান ১ নম্বর আসামি বঙ্গবন্ধু শেখ মুজিবুর রহমানের কঠিন শাস্তি দেওয়া হোক জোর দাবি জানাইতাচ্ছি।,"I strongly demand a severe punishment for Sheikh Mujibur Rahman, the first accused, Sheikh Mujibur Rahman."
"বঙ্গবন্ধু শেখ মুজিবুর রহমান, শেখ হাসিনা, সজীব ওয়াজেদ জয় এবং আওয়ামী লীগ সরকার, ছাত্র লীগ,যুবলীগ, ইত্যাদি আসামি করার জন্য জোর দাবি জানাচ্ছি।","বঙ্গবন্ধু শেখ মুজিবুর রহমান, শেখ হাসিনা, সজীব ওয়াজেদ জয় এবং আওয়ামী লীগ সরকার, ছাত্র লীগ, যুবলীগ, ইত্যাদি আসামি করার লাইগগা জোর দাবি জানাইতাছি।","I strongly demand that Sheikh Mujibur Rahman, Sheikh Hasina, Sajeeb Wazed Joy, the Awami League government, Chhatra League, Jubo League, and others be prosecuted as defendants."
বঙ্গবন্ধু শেখ মুজিবুর রহমানকে গ্রেফতার করে কঠিন শাস্তি দেওয়া হোক।,বঙ্গবন্ধু শেখ মুজিবুর রহমানরে গ্রেফতার কইরা কঠিন শাস্তি দেওয়া হোক।,Arrest Sheikh Mujibur Rahman and give him a severe punishment.
"বজ্রপাতে কেউ মারা গেলেও বিএনপি দ্বায়ী, 
কয়েকদিন পর এমন নিউজ ও শোনা যাবে ।
হয়রানীর একটা সীমা থাকে !",বজ্রপাতে কেউ মইরা গেলেও বিএনপির দূষ। কয়েকদিন পরে এরুম নিউজ ও শুনা যাইববো। হয়রানীর একটা সীমা থাহে।,"Even if someone dies from lightning strikes, the BNP will be held responsible, and we'll likely hear news like that soon. There's a limit to harassment!"
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,বড় বইনের ঘরে হের লাইজ্ঞা ছোটো খাট দেওয়া হইলো,A small bed was given for her in her elder sister's room
বড়ো মামা  বিদেশ থেকে এসেছেন,বড় মামা  বিদেশ থাইক্কা আইসেন,Great uncle came from abroad
বড়ই দূর্ভাগ্য শিশুটির যে সে জন্মেছে বাংলাদেশে। এই কথাটা বলে খুব সহজেই আমরা আমাদের দেশীও-সামাজিক ব্যর্থতার কলন্ককে অদ্ভুত আত্মতৃপ্তিতে ঢেকে দিই!,বড়ই দূর্ভাগ্য শিশুটির যে সে জন্মেছে বাংলাদেশে। এই কতাডা বলে খুব সহজেই আমরা আমগর দেশীও-সামাজিক ব্যর্থতার কলন্করে অদ্ভুত আত্মতৃপ্তিতে ঢাইক্কা দিই!,"It is a great misfortune for the child that they were born in Bangladesh. By saying this, we easily cover up the stigma of our national and social failures with a strange self-satisfaction!"
বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?,বদলায়া যাইতাসে আমরার খেলার মাঠটা তাই না?,"Our playground is changing, isn't it?"
বনের মধ্যে একটি ছোট্ট জায়গায় তারা তিন ভাই একসঙ্গে থাকতেন,বনের মধ্যে একটা ছোট্ট জায়গায় হেরা তিন ভাই একলগে থাকত,The three brothers lived together in a small place within the forest.
বন্ধু তর বাপ ব্যবসায়ী দুনীতিবাজ,বন্ধু তর বাপ ব্যবসায়ী দুনীতিবাজ,Your friend's father is a corrupt businessman.
"বমা কম পড়লে ইরাক থেকে আনা হোক,,,",বমা কম পড়লে ইরাক থাইক্কা আনা হোক,"If the quantity of bombs is low, they should be brought from Iraq..."
"বরাদ্দকৃত দোকান ভাড়া দিয়েছে,কিন্তু মকবুলের নামে মামলায় বুঝতে পারলাম যে সঠিক বিচার হবে।","বরাদ্দকৃত দুকান ভাড়া দিছে,কিন্তু মকবুলের নামে মামলায় বুঝবার পাইলাম যে সঠিক বিচার হইব।","The allocated shop has been rented out, but with the case in Makbul's name, I realized that justice will be served."
বরিশালের মানুষ কেমন হয়,বরিশালের মানুষ কেমত হয়?,What are the people of Barishal like?
বর্তমান সময়ে এমন কিছু দেখে বেশ ভালো লাগলো। ১০ টাকার বাজার যেটা কল্পনা করাও কঠিন সেটা বাস্তবে।,"বর্তমান সময়ে এমন কিছু দেখিয়া বেশ ভালো লাগলো। ১০ টাকার বাজার যেটা কল্পনা করাও কঠিন, সেটা বাস্তবে।","It feels really good to see something like this happening in the current times. A market where items cost only 10 taka, which was almost impossible to imagine, is now a reality."
বর্তমানে কোন ছাত্র আন্দোলন সরকার করতে দেবে না। ফলে পুলিশ ব্যবসায়ীদের পক্ষ নেবে।,বর্তমানে কুনু ছাত্র আন্দোলন সরকার করতে দিবো না। ফলে পুলিশ ব্যবসায়ীদের পক্ষ নিব,"Currently, the government will not allow any student movement. As a result, the police will side with the business owners."
বর্তমানে প্রেম হীন মানুষ খুঁজে পাওয়াটা কষ্টকর,বর্তমানে প্রেম হীন মানুষ খুঁইজ্জা পাওয়াডা কষ্টকর,Nowadays it is difficult to find a person without love
"বলার তো অনেক কিছুই ছিলো, কিন্তুু বলে লাভ কী, আমরা তো আমজনতা। আমাদের যেভাবে চলাবে সেভাবেই চলতে হবে","বলার তো অনেক কিছুই ছিলো, কিন্তু বলে লাভ কী? আমরা তো আমজনতা। যেভাবে চলাবে, সেভাবেই চলতে হবে।","There was so much to say, but what's the point in saying it, we are just common people. We have to live the way we are made to."
প্রচণ্ড মাথা ব্যথা করছিলো,বহুত মাথা ব্যথা করতাসিলো,Had a severe headache
বেঁচে থাকুক মানবতা।,বাঁচুক মানবতা।,Long live humanity.
বাংলাদেশ এখন উন্নয়নের রোল মডেল সেখানে ১৬৮ টাকা কিছুই না,বাংলাদেশ এহন উন্নয়নের রোল মডেল সেখানে ১৬৮ টেহা কিছুই না,Bangladesh is now a role model for development; 168 taka is nothing there.
বাংলাদেশ কি বৈজ্ঞানিকদের জায়গা? বাংলাদেশ হলো আলেম-ওলামাদের জায়গা। বাংলাদেশ থেকে সব বৈজ্ঞানিকদেরকে বের করে দেওয়া হোক। আর বিজ্ঞান শিক্ষা বন্ধ করা হোক। ধর্মীয় শিক্ষা সর্বস্তরে চালু করা হোক।,বাংলাদেশ কি বৈজ্ঞানিকদের জায়গা? বাংলাদেশ হলো আলেম-ওলামাদের জায়গা। বাংলাদেশ থেকে সব বৈজ্ঞানিকদেরকে বের করে দেওয়া হোক। আর বিজ্ঞান শিক্ষা বন্ধ করা হোক। ধর্মীয় শিক্ষা সর্বস্তরে চালু করা হোক।,"Is Bangladesh a place for scientists? Bangladesh is a place for religious scholars (Alems and Ulamas). All scientists should be expelled from Bangladesh, and science education should be stopped. Religious education should be implemented at all levels."
বাংলাদেশ কি শ্রীলঙ্কার পথে.....???,বাংলাদেশ কি শ্রীলঙ্কার পথে.....???,Is Bangladesh heading down the path of Sri Lanka...??
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটা,Bangladesh cricket team is one of the strongest team
বাংলাদেশ গ্রামপ্রধান দেশ,বাংলাদেশ গ্রামপ্রধান দেশ,Bangladesh is a rural country
বাংলাদেশ ছাত্রলীগ বলে কোন কথা নাই সব হয়েছে সন্ত্রাসী লীগ চাপাতি লীগ,বাংলাদেশ ছাত্রলীগ বইল্লা কুনু কতা নাই সব হইছে সন্ত্রাসী লীগ চাপাতি লীগ,"There is no talk of Bangladesh Chhatra League anymore; everything has become a terrorist league, a machete league."
"বাংলাদেশ টা পুরোটাই একটা বিনোদন, এই দেশ বলে কথা","বাংলাদেশ টা বেক্টাই একটা বিনোদন, এই দেশে বলে কতা",Bangladesh is a complete entertainment; this country is something else.
বাংলাদেশ তেকে বিজ্ঞান শিক্ষা বাদ দেওয়া হোক।,"বাংলাদেশ থাইক্কা বিজ্ঞান শিক্ষা বাদ দেওয়া হোক।
আলহামদুলিল্লাহ",Science education should be removed from Bangladesh.
বাংলাদেশ বনাম পাকিস্তান খেলা জমে উঠেছে মাঝেমধ্যে ধারাভাষ্যকারেরা দেখা পাওয়া যায়,বাংলাদেশ বনাম পাকিস্তান খেলা জইম্মা উঠতাছে মাঝেমধ্যে ধারাভাষ্যকারেরা দেহা পাউন যায়,"The Bangladesh versus Pakistan match is getting exciting, and commentators are occasionally visible."
বাংলাদেশী মেয়েটি পরিবার সহ নিউজিল্যান্ড থাকে,বাংলাদেশী মাইয়াডা পরিবার সহ নিউজিল্যান্ড থাকে,Bangladeshi girl lives in New Zealand with family
বাংলাদেশে আমাকে সবাই আমার ডাক নামে চিনে,বাংলাদেশে আমারে বেহেই আমার ডাক নামে চিনে,In Bangladesh everyone knows me by my nickname
বাংলাদেশে আসলে বিজ্ঞান শিক্ষা বন্ধ করা উচিত!,বাংলাদেশে আসলে বিজ্ঞান শিক্ষা বন্ধ করা উচিত!,Science education should be stopped in Bangladesh!
"বাংলাদেশে এটাতো নতুন কিছু না তাতে কি হয়েছে, এগিয়ে যাও বাংলাদেশ আওয়ামীলীগ যুবলীগ ছাএ লীগ","বাংলাদেশে এডাতো নতুন কিছু না তাতে কিতা অইছে, আউগ্গায়্যা যাও বাংলাদেশ আওয়ামীলীগ যুবলীগ ছাএ লীগ","This is nothing new in Bangladesh, so what? Move forward, Bangladesh Awami League, Jubo League, Chhatra League."
"বাংলাদেশে এমন মহৎ উদ্যোগ,, নিশ্চয়ই প্রশংসনীয় কাজ।
শুভ কামনা বিদ্যানন্দের সাথে জড়িত সবার জন্য।",বাংলাদেশে এমন মহৎ উদ্যোগ—নিশ্চয়ই অনেক প্রশংসার কাজ। বিদ্যানন্দের লগে জড়িত সবার জন্য শুভ কামনা।,"Such a great initiative in Bangladesh, it is certainly commendable work. Best wishes to everyone involved with Bidyananda."
বাংলাদেশে এখন প্রচুর বুদ্ধিজীবী হছে আর এগুলা বুদ্ধিজীবীর কাজ কি ভাবে পাবলিকের পাছা মেরে নেয়া যায়।,বাংলাদেশে এহন প্রচুর বুদ্ধিজীবী হছে আর এগুলা বুদ্ধিজীবীর কাম কি কইরা পাবলিকের পাছা মাইরা নিউন যায়,"There are a lot of intellectuals in Bangladesh now, and they are figuring out ways to exploit the public."
"বাংলাদেশে জনপ্রিয় সবজির অন্যতম লাউ, যেটি এখন প্রায় সারা বছরই পাওয়া যায়","বাংলাদেশে জনপ্রিয় সবজির অন্যতম লাউ, যেইডা এহন প্রায় সারা বছরই পাওয়ন যায়","Gourd is one of the popular vegetables in Bangladesh, which is now available almost throughout the year"
বাংলাদেশে জন্ম না হলে বিনোদন কত প্রকার ও কি কি তা বোঝা যেত না।,বাংলাদেশে জন্ম না হইলে বিনুদন কত প্রকার ও কি কি তা বুঝা যাইতো না।,"Without being born in Bangladesh, one wouldn't understand the different types and forms of entertainment here."
বাংলাদেশে জন্ম নেয়াই বড় পাপ হয়েছে।,বাংলাদেশে জন্মাইয়াই বড় পাপ হইছে।,Being born in Bangladesh is a great sin.
বাংলাদেশে নির্লজ্বের হার নেতিবাচক হারে বাড়ছে...!!!,বাংলাদেশে নির্লজ্জতার হার নেতিবাচক হারে বাড়তাছে।,The rate of unemployment in Bangladesh is increasing at a negative rate...!!!
বাংলাদেশে বিজ্ঞান পড়ানোর দরকার কি? কেবল সবথেকে বড় বিজ্ঞানের বই কোরান পড়ালেই তো হয়।,বাংলাদেশে বিজ্ঞান পড়াইবার দরকার কী? শুধু বড় বিজ্ঞান বই কোরআন পড়াইলেই তো হয়।,"Is it necessary to teach science in Bangladesh? Shouldn't just reading the largest science book, the Quran, be enough?"
বাংলাদেশে বিজ্ঞান শিক্ষার কোন স্থান নেই।বিজ্ঞানের সঠিক বিষয় নিয়ে আলোচনা করলে এখানে মাইর খেতে হবে।এদেশের শতকরা ৯৫% বিজ্ঞান শিক্ষকেরা কুসংস্কারে আচ্ছন্ন।,বাংলাদেশে বিজ্ঞান শিক্ষার কোনো স্থান নাই। বিজ্ঞান বিষয়ে সঠিক কথা বললে এখানে মাইর খাইতে হইব। এদেশের ৯৫% বিজ্ঞান শিক্ষকই কুসংস্কারে ভরা।,"There is no place for science education in Bangladesh. If one discusses the correct subjects of science here, they will be beaten. Ninety-five percent of the science teachers in this country are steeped in superstition."
বাংলাদেশে বিভিন্ন দুর্যোগপ্রবণ অঞ্চল রয়েছে,বাংলাদেশে বিভিন্ন দুর্যোগপ্রবণ অঞ্চল আসে,There are various disaster prone areas in Bangladesh
"বাংলাদেশে মার্কেট বন্ধ হবে?
উল্টো কলেজই বন্ধ করে দিলো,
বাংলাদেশের ছাত্র হয়ে আমি লজ্জিত","বাংলাদেশে মার্কেট বন্ধ হইব?
উল্ডা কলেজই বন্ধ কইরা দিলো,
বাংলাদেশের ছাত্র হয়া আমি লজ্জিত","Will the market close in Bangladesh? 
On the contrary, colleges are being shut down, 
As a student of Bangladesh, I am ashamed."
"বাংলাদেশে যত ব্যবসায়ী আছে,তাদের বেশিরভাগ হারামখোর।তারা জানেই না কাস্টমার এর সাথে কিভাবে আচরণ করতে হবে।","বাংলাদেশে যত ব্যবসায়ী আছে, এরার বেশিরভাগ হারামখোর। এরা জানেই না কাস্টমার এর লগে কেম্নে আচরণ করতে অইব।",Most of the businessmen in Bangladesh are dishonest. They don't even know how to treat customers.
বাংলাদেশে রাশিয়া ও ইউকেরন যুদ লাগছে,বাংলাদেশে রাশিয়া ও ইউকেরন যুদ লাগছে,The war is happening in Ukraine and Russia in Bangladesh.
বাংলাদেশে সংখ্যালঘিষ্ঠ হলেও হিন্দুরাই স্বাধীন আর আমরা মুসলমান সংখ্যাগরিষ্ঠ হয়েও বর্তমান পরিস্থিতিতে হিন্দুদের কাছে লাঞ্চিত হতে হয় হাই আফসোস।,বাংলাদেশে সংখ্যালঘিষ্ঠ হইলেও হিন্দুরাই স্বাধীন আর আমরা মুসলমান সংখ্যাগরিষ্ঠ হযাও বর্তমান পরিস্থিতিতে হিন্দুগড় কাছে লাঞ্চিত ওইতে হয় হাই আফসোস।,"Even though Hindus are a minority in Bangladesh, they are free, and we, despite being a Muslim majority, are being humiliated by Hindus in the current situation. What a shame!"
বাংলাদেশে চৌষট্টি টা জেলা,বাংলাদেশে ৬৪ টা জেলা,There are sixty-four districts in Bangladesh.
বাংলাদেশের ইতিহাসের সবচেয়ে মহৎ উদ্যোগ।,বাংলাদেশের ইতিহাসের সবচেয়ে মহৎ উদ্যোগ।,The greatest initiative in the history of Bangladesh.
বাংলাদেশের কোটিপতিরা যদি এগিয়ে আসতো তাহলে এমন বাজার সব জায়গায় বসাতে পারতো এই উদ্দোক্তা ভায়েরা।।,"বাংলাদেশের কোটিপতিরা যদি আগাইয়া আসতো, তাইলে এই উদ্দোক্তা ভাইয়েরা এমন বাজার সব জাগাত বসাইতে পারতো।।","If the millionaires of Bangladesh came forward, these entrepreneurs could set up markets like this everywhere."
বাংলাদেশের গোয়েন্দারা কী ট্যালেন্ট!!!,বাংলাদেশের গোয়েন্দারা কী ট্যালেন্ট!!!,What talent the Bangladeshi detectives have!!!
বাংলাদেশের জনগণকে এভাবে শোচন করতেছে। আহারে গরিবরা কি খেয়ে বাচঁবে?,বাংলাদেশের জনগণকে এভাবে শোচন করতেছে। আহারে গরিবরা কি খায়া বাচঁব,"The people of Bangladesh are being exploited like this. Oh, how will the poor people survive?"
বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,বাংলাদেশের জনপ্রিয় ফুটবলারগুলা মেলা উচা মানের খেলোয়াড়,Popular footballers of Bangladesh are very high quality players
বাংলাদেশের জনসংখ্যার অর্ধেকই নারী,বাংলাদেশের জনসংখ্যার অর্ধেকই বেডি,Half of the population of Bangladesh are women
বাংলাদেশের নামে মামলা করা উচিৎ,বাংলাদেশের নামে মামলা করা উচিৎ,A case should be filed in the name of Bangladesh.
"বাংলাদেশের প্রতিটি শিক্ষা প্রতিষ্টান থেকে বিজ্ঞান পত্র টা পচা নর্দমার জলে ডুবিয়ে দেওয়া উচিৎ, সব কিছুইতে যদি আবিস্কারের মুল বিষয় থাকে কোরআন তাহলে তো ডাক্তার ইঞ্জিনিয়ারিং গবেষক হওয়ার দরকার নেই।","বাংলাদেশের প্রতিটি শিক্ষা প্রতিষ্ঠানের বিজ্ঞান পত্রটা পচা নর্দমার জলে ডুবাইয়া দেওয়া উচিৎ—সবকিছুতেই যদি আবিষ্কারের মূল বিষয় কোরআন হইয়া থাকে, তাইলে ডাক্তর, ইঞ্জিনিয়ার, গবেষক হইবার দরকার নাই।","Science should be drowned in the sewage of every educational institution in Bangladesh. If the root of all discoveries lies in the Quran, then there is no need for doctors, engineers, or researchers."
বাংলাদেশের প্রধানমন্ত্রীর নাম কি?,বাংলাদেশের প্রধানমন্ত্রীর নাম কিতা?,What is the name of the Prime Minister of Bangladesh?
বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,The current Prime Minister of Bangladesh is Sheikh Hasina
বাংলাদেশের বিচার ব্যবস্থার মান কোথায় চলে গেছে ছি।,বাংলাদেশের বিচার ব্যবস্থার মান কইনো গেছেগা ছি।,Where has the standard of the judicial system of Bangladesh gone?
বাংলাদেশের বেবসায়িরা যদি কম রাখে তাহলে সয়াবিন তেলের এই দশা করল কে। প্রশ্ন টা নিউমার্কেট না সারাদেশের বেবসায়িদের নীতি নৈতিকতা অংশটুকু বাকি নাই।ছাত্ররা কখনো ওই কম দেয় না দিলেও মাত্র হাজারে এক জন হতে পারে,"বাংলাদেশের বেবসায়িরা যদি কম রাহে তাইলে সয়াবিন তেলের এই দশা করল কেডা, প্রশ্ন ডা নিউমার্কেট না সারাদেশের বেবসায়িগর নীতি নৈতিকতা অংশটুকু বাকি নাই।ছাত্ররা কহনো ওই কম দেয় না দিলেও মাত্র হাজারে এক জন হইবার পারে","If the Bangladeshi businessmen had kept prices lower, who would have brought soybean oil to this state? The question is whether it's the ethics of the businessmen of New Market or of the businessmen across the whole country that is lacking. Students don't usually lower prices, even if only one in a thousand might do so."
বাংলাদেশের মাথামোটা কথিত বিজ্ঞানবিদরাই বিজ্ঞানকে ধর্মের বিপরীতে দাঁড় করাতে চায়!,বাংলাদেশের মাথাভারি কথিত বিজ্ঞানীরা বিজ্ঞানরে ধর্মের বিপরীতে দাঁড় করাইতে চায়!,It is the thick-headed so-called scientists of Bangladesh who want to position science against religion!
বাংলাদেশের মানুষ করোনার থেকে শক্তিশালী হতে হতে এত শক্তিশালী হইছে এখন যে গায়ে বোম মারলেও কিছু ই না,বাংলাদেশের মানুষ করোনার থাইক্কা শক্তিশালী হইতে হইতে এত শক্তিশালী হইছে এহন যে শইল্লে বোম মারলেও কিছুই না,"The people of Bangladesh have become so strong from fighting Corona that even if you throw a bomb at them, it won't even faze them."
বাংলাদেশের শীতকালটা লাউ চাষের জন্য বেশি উপযোগী,বাংলাদেশের শীতকালডা লাউ চাষের লাইজ্ঞা বেশি উপযোগী,Bangladesh winter is more suitable for gourd cultivation
"বাংলাদেশের সব থেকে খারাপ ব্যবহার করা, মানুষকে অসম্মান করা লোকগুলো হলো নিউমার্কেটের ব্যবসায়ী- কর্মচারিরা","বাংলাদেশের সব থাইক্কা খারাপ ব্যবহার করা, মানুষরে অসম্মান করা লোকগুলো অইলো নিউমার্কেটের ব্যবসায়ী- কর্মচারিরা",The most disrespectful and abusive people in Bangladesh are the businessmen and employees of New Market.
"বাংলাদেশের সর্বস্তরের প্রশাসন এবং মিডিয়া পরিপূর্ণ স্বাধীন, বাণীতে ভারতীয় হাইকমিশনার। তাই আর কিছু লিখলাম না",বাংলাদেশের সবস্তরের প্রশাসন আর মিডিয়া পুরো স্বাধীন—এইডা কইছে ভারতীয় হাইকমিশনার। তাই আর কিছু লিখতাছি না।,"The Indian High Commissioner stated that all levels of administration and the media in Bangladesh are completely independent. Therefore, I have not written anything further."
বাংলাদেশের সাধারন জনগণ সব সময় পাছামারা খায় এটাই স্বাভাবিক।কিন্তু এবার তেল ছাড়াই পাছা মারা দিতে হবে যতই কষ্ট হউক।কারন এত দামের তেল কিভাবে কিনবে?,বাংলাদেশের সাধারন জনগণ সব সময় পুটকিমারা খায় এডাই স্বাভাবিক।কিন্তু এইবার তেল ছাড়াই পুটকি মারা দিউন লাগবো যতই কষ্ট হউক।কারন এত দামের তেল কেম্নে কিনব?,"It's normal for the general public of Bangladesh to always be getting screwed over. But now, they'll have to get screwed over even without oil, no matter how difficult it is. Because how will they afford oil at such high prices?"
বাংলাদেশের শুভবুদ্ধি সম্পন্ন মানুষের প্রতিবাদ সত্যিই ভোলার নয়।।,বাংলাদেশের সুসংবুদ্ধি মানুষগুলোর প্রতিবাদ সত্যিই ভুলবার নয়।,The protest of the well-meaning people of Bangladesh is truly unforgettable.
বাংলাদেশের সোনাতন ধর্মাবলম্বীদের কোন নিরাপত্তা নাই।,বাংলাদেশের সোনাতন ধর্মাবলম্বীদের কুনু নিরাপত্তা নাই।,There is no security for the Hindus in Bangladesh.
